RECNR,HAUPTNR,LEMMA_RECNR,NAMIDENT,ALPHABET,SPRCODE,GESCHLECHT,GEBJAHR,TODJAHR,LEBENSDATEN,VITAZEILE,AKTIVBEGINN,AKTIVENDE,KUENSTLER,NAME,VORNAME,NAMENSANZEIGE,NAMENSSUCHE,LITERATUR,AUSSTELLUNGEN,EVENTS,PERFORMANCES,LIT_AUSWAHL,WERK_AUSWAHL,LEXIKA,LEBENSJAHRE,RATING,RATING_PROMPT,BEARBEITUNGSSTAND,ARTIKELPFADWORD,ARTIKELPFADPDF,KONTEXT_IDS,ARTIKEL_AUTOR,GATTUNGEN,BUERGERORT,NATIONALITAET,ARCHIVHINWEIS,ARTIKEL_DATUM,NAMENSANZEIGE2,PND,PND_URL,URL_TEXT,SIK_ISEA_URL,NEBIS_URL,EAN_URL,NDB_URL,INSERTINST,INSERTER,INSERTDATE,LASTACTION,LASTINSTITUT,LASTUSER,LASTDATE,OBJEKTNR,OBJEKTHAUPTNR,OBJEKTKURZFORM,RELATOR,RELATOR_BEMERKUNG,VERWEISZEICHEN,VERWEISTEXT,VERWEIS_OBJEKTNR,VERWEIS_OBJEKTHAUPTNR,VERWEIS_KURZFORM,OBJEKT_TABLE,VERWEIS_OBJEKT_TABLE,SETPOS
10784407,10784407,12400975,"Brun, Marilin","brun,marilin",DEU,F,1982,,"* 6.8.1982","Performance. Zusammenarbeit mit Lara Russi unter dem Namen everafter",2000,2081,J,Brun,Marilin,"Brun, Marilin ","Brun Marilin ",,3,0,0,,,0,1982,*,Lexikon-Eintrag,14.09.2011,,,"1,11,6,13,2,14,4,5,10,0,12,9,",,"Aktionskunst, Performance, Fotografie, Zeichnung, Malerei, Mischtechnik, Installation","Merenschwand (AG)",CH,,,"Brun, Marilin",,,www.marilinbrun.ch,www.marilinbrun.ch,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Brun,%20Marilin%22%20OR%20%22Marilin%20Brun%22",http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Brun&token_firstname=Marilin,,SIK,FAVRE,"09.11.2009 16:16:09",I,SIK,FAVRE,"09.11.2009 16:16:09",12400974,10784405,,>,,,Gruppenmitglied,10784407,10784407,"Brun, Marilin",P20,P20,
9586812,9586812,12391817,"Pulfer, René","pulfer,rene",DEU,M,1949,,"* 13.3.1949 Basel","Videokünstler. Text, Fotografie, Film, Videoinstallation.  Kurator und Dozent für audiovisuelle Kunst und Gestaltung.",1967,2048,J,Pulfer,René,"Pulfer, René ","Pulfer René#Pulfer Rene ",16,15,0,0,"9645970,9664433,9771440,9771472,9771514,11491617,12531004,13123204,13146229,13267432,",,1,1949,****,Lexikon-Artikel,05.08.2015,,,"1,11,6,13,14,2,4,5,0,12,10,9,","Johannes Gfeller, 1998, aktualisiert","Video, Installation, Film, Medienkunst, Fotografie","Rüeggisberg (BE)",CH,,2011,"Pulfer, René",1017139776,http://d-nb.info/gnd/1017139776,,,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Pulfer,%20René%22%20OR%20%22René%20Pulfer%22",http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Pulfer&token_firstname=René,http://www.deutsche-biographie.de/pnd1017139776.html,SIK,EPELBAUM,"14.12.2010 16:33:49",I,SIK,EPELBAUM,"14.12.2010 16:33:49",13040554,13040554,%Zaugg%Pulfer%,>,,,Gruppenmitglied,9586812,9586812,"Pulfer, René",P20,P20,
10467290,10467290,12396616,"Bohren Magoni, Ursula","bohrenmagoni,ursula",DEU,F,1953,,"* 9.9.1953 Grindelwald","Installation und Fotografie. Seit 1998 Zusammenarbeit mit Claudio Magoni",1971,2052,J,"Bohren Magoni",Ursula,"Bohren Magoni, Ursula ","Bohren Magoni Ursula ",5,5,0,0,,,0,1953,**,Lexikon-Eintrag,14.09.2011,,,"1,11,6,13,14,2,4,5,0,12,9,10,",,"Installation, Fotografie, Kunst am Bau, Kunst im öffentlichen Raum","Basel, Grindelwald (BE)",CH,,,"Bohren Magoni, Ursula",,,www.maboart.ch,www.maboart.ch,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Bohren Magoni,%20Ursula%22%20OR%20%22Ursula%20Bohren Magoni%22","http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Bohren Magoni&token_firstname=Ursula",,SIK,HENCHOZ,"09.06.2008 10:16:12",I,SIK,HENCHOZ,"09.06.2008 10:16:12",12399943,10770873,,>,,,Gruppenmitglied,10467290,10467290,"Bohren Magoni, Ursula",P20,P20,
4021734,4006285,12376277,"Bonola > Jacomella-Bonola, Patricia",bonola,DEU,,1952,,"* 29.9.1952 Genève","Jacomella-Bonola, Patricia",,,,Bonola,,Bonola,"Bonola  £ Bonola ",9,33,0,1,,,2,1952,**,Lexikon-Eintrag,05.08.2015,,,"1,11,6,13,14,2,5,4,0,12,9,10,",,"Konzeptkunst, Installation, Videokunst, Fotografie, Performance","Auressio (TI)",CH,,,Bonola,121497410,http://d-nb.info/gnd/121497410,www.patriciajacomella.com,www.patriciajacomella.com,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Jacomella-Bonola,%20Patricia%22%20OR%20%22Patricia%20Jacomella-Bonola%22",http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Jacomella-Bonola&token_firstname=Patricia,http://www.deutsche-biographie.de/pnd121497410.html,SIK,KREBS,"06.10.2014 15:06:38",I,SIK,KREBS,"06.10.2014 15:06:38",12402885,11116449,"J&W Management Consulting",>,,,Gruppenmitglied,4006285,4006285,"Jacomella-Bonola, Patricia",P20,P20,3
9730083,9730083,12394657,"Glaser, Ludmann","glaser,ludmann",DEU,M,1415,1431,"[1415 Augsburg], [1431 Basel]","Vermutlich identisch mit dem Glasmaler Judmann, der 1415 Fenster für die Augsburger Ratsstube lieferte. Ab 1423 in Basel bezeugt. 1427-1431 dort Mitglied der Zunft Zum Himmel. Mitglied der Künstlerfamilie Glaser. Vater von Michel Glaser dem Älteren und Ludwig Glaser",1433,1431,J,Glaser,Ludmann,"Glaser, Ludmann  [Glaser, Judmann; Glaser, Budman]","Glaser Ludmann £ Glaser Judmann Glaser Budman",,,0,0,,,4,1415-1431,*,Lexikon-Eintrag,14.09.2011,,,"1,11,6,13,14,2,4,5,0,12,9,10,",,Glasmalerei,Basel,CH,,,"Glaser, Ludmann",,,,,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Glaser,%20Ludmann%22%20OR%20%22Ludmann%20Glaser%22",http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Glaser&token_firstname=Ludmann,,SIK,EGLI,09.10.1997,U,SIK,EGLI,09.10.1997,12393190,9711427,"Glaser [Familie] ([Anfang 15. - Mitte 16. Jahrhundert])",>,,,Familienmitglied,12394657,9730083,"Glaser, Ludmann ([1415 Augsburg], [1431 Basel])",P20,P20,
4022494,4022494,12377530,"Biefer, Marcel","biefer,marcel",DEU,M,1959,,"* 3.5.1959 Winterthur","Konzept-, Medien und Installationskünstler. Fotografie, Video, Performance, Bücher, Kunst am Bau. Von 1983 bis 1999 Zusammenarbeit mit Beat Zgraggen",1977,2058,J,Biefer,Marcel,"Biefer, Marcel ","Biefer Marcel ",4,3,0,0,,,2,1959,**,Lexikon-Eintrag,05.08.2015,,,"1,11,6,13,14,2,5,4,0,12,9,10,",,"Video, Fotografie, Konzeptkunst, Performance, Installation, Objektkunst, Skulptur, Kunst am Bau","Raperswilen (TG), Salen (TG)",CH,,,"Biefer, Marcel",122466128,http://d-nb.info/gnd/122466128,www.biefer.com,www.biefer.com,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Biefer,%20Marcel%22%20OR%20%22Marcel%20Biefer%22",http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Biefer&token_firstname=Marcel,http://www.deutsche-biographie.de/pnd122466128.html,SIK,PLÜSS,11.08.1997,U,SIK,PLÜSS,04.09.1997,12391297,9686927,"Biefer/Zgraggen [Produktionsgemeinschaft] ([Zusammenarbeit seit 1983])",>,,,Gruppenmitglied,12377530,4022494,"Biefer, Marcel (3.5.1959 Winterthur)",P20,P20,
4002998,4002998,12375913,"Magoni, Claudio","magoni,claudio",DEU,M,1951,,"* 12.8.1951 Muralto","Bildhauer. Installation, Kunst im öffentlichen Raum und am Bau. Seit 1998 Zusammenarbeit mit Ursula Bohren Magoni",1969,2050,J,Magoni,"Claudio Amadeo Diodato","Magoni, Claudio ","Magoni Claudio#Magoni Claudio Amadeo Diodato Magoni Claudio Amadeo Diodato ",13,15,0,0,,,2,1951,**,Lexikon-Eintrag,14.09.2011,,,"1,11,6,13,14,2,5,4,12,0,9,10,",,"Plastik, Zeichnung, Kunst im öffentlichen Raum, Kunst am Bau, Skulptur, Installation",Basel,CH,,,"Magoni, Claudio",,,www.maboart.ch,www.maboart.ch,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Magoni,%20Claudio%22%20OR%20%22Claudio%20Magoni%22",http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Magoni&token_firstname=Claudio,,SIK,HENCHOZ,"09.06.2008 10:16:12",I,SIK,HENCHOZ,"09.06.2008 10:16:12",12399943,10770873,,>,,,Gruppenmitglied,4002998,4002998,"Magoni, Claudio Amadeo Diodato",P20,P20,
9721420,4023189,12378624,"HIN > Nüscheler, Hans Jakob (I., der Ältere)",hin,DEU,,1583,1654,"* 25.12.1583 (Taufe) Zürich, $+$ 26.1.1654 Zürich","Nüscheler, Hans Jakob (I., der Ältere)",,,,HIN,,HIN,"HIN  £ HIN ",13,3,0,0,"9633297,9663353,9676648,9664965,9721590,9707377,9683035,9721577,9683043,",,4,1583-1654,***,Lexikon-Artikel,05.08.2015,,,"1,11,6,13,14,2,4,5,0,12,9,10,",,Glasmalerei,Zürich,CH,,,HIN,104111607,http://d-nb.info/gnd/104111607,,,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Nüscheler,%20Hans Jakob%22%20OR%20%22Hans Jakob%20Nüscheler%22","http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Nüscheler&token_firstname=Hans Jakob",http://www.deutsche-biographie.de/pnd104111607.html,SIK,PLÜSS,10.09.1997,U,SIK,PLÜSS,10.09.1997,12382835,4027743,"Nüscheler [Familie] ([Mitte 16. - Erstes Viertel 18. Jahrhundert])",>,,,Familienmitglied,12378624,4023189,"Nüscheler, Hans Jakob [I.] (* 25.12.1583 (Taufe) Zürich, + 26.1.1654 Zürich)",P20,P20,
9669068,9669068,12392500,"Fisch, Hans Ulrich (II.)","fisch,hansulrichii",DEU,M,1613,1686,"* 10./20.8.1613 Aarau (Taufe), $+$ 7./17.3.1686 Aarau","Glasmaler und Maler. Wappenscheiben, Risse, Ansichten. Mitglied der Malerfamilie Fisch. Bruder von Hans Balthasar Fisch. Sohn von Hans Ulrich Fisch I.",1631,1686,J,Fisch,"Hans Ulrich","Fisch, Hans Ulrich (II.) ","Fisch Hans Ulrich (II.)#Fisch Hans Ulrich II. ",4,1,0,0,,,5,1613-1686,**,Lexikon-Eintrag,23.04.2015,,,"1,11,6,13,14,2,4,5,12,0,9,10,",,"Malerei, Glasmalerei",Aarau,CH,,,"Fisch, Hans Ulrich (II.)",130066575,http://d-nb.info/gnd/130066575,,,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Fisch,%20Hans Ulrich%22%20OR%20%22Hans Ulrich%20Fisch%22","http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Fisch&token_firstname=Hans Ulrich",http://www.deutsche-biographie.de/pnd130066575.html,SIK,EGLI,03.03.1998,U,SIK,EGLI,03.03.1998,12392498,9668985,"Fisch [Familie] ([17. Jahrhundert])",>,,,Familienmitglied,12392500,9669068,"Fisch, Hans Ulrich [II.] (* 10./20. 8.1613 Aarau (Taufe), + 7./17.3.1686 Aarau)",P20,P20,
4000055,4000055,12373898,"Hodler, Ferdinand","hodler,ferdinand",DEU,M,1853,1918,"* 14.3.1853 Bern, $+$ 19.5.1918 Genf","Maler. Landschaft, Porträt, Selbstbildnis, Genrebild, Figuren- und Historienbild sowie monumentale Dekorationen; Plakat- und Banknotenentwürfe",1871,1918,J,Hodler,Ferdinand,"Hodler, Ferdinand ","Hodler Ferdinand ",2963,1380,0,0,"12059464,12464305,12823793,13732424,10481005,12754534,12730260,14147036,9676289,9676300,9676312,9622812,9843698,9843784,",,6,1853-1918,*****,Lexikon-Artikel,23.04.2015,,,"1,11,6,13,14,2,4,5,7,12,0,9,10,","Oskar Bätschmann, 2008, aktualisiert","Zeichnung, Malerei, Wandmalerei, Plakat, Banknoten","Gurzelen (BE)",CH,"Das Institut arbeitet zur Zeit am «Oeuvrekatalog Ferdinand Hodler. Die Gemälde». Es werden deshalb nicht alle Datenbestände im Netz zur Verfügung gestellt. Nähere Informationen zum Projekt finden Sie auf der Website des Instituts.",2012,"Hodler, Ferdinand",118551817,http://d-nb.info/gnd/118551817,www.ferdinand-hodler.ch,www.ferdinand-hodler.ch,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Hodler,%20Ferdinand%22%20OR%20%22Ferdinand%20Hodler%22",http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Hodler&token_firstname=Ferdinand,http://www.deutsche-biographie.de/pnd118551817.html,SIK,HUEGLI,"02.02.2011 17:09:19",I,SIK,HUEGLI,"02.02.2011 17:09:19",13065178,13065178,,>,,,Familienmitglied,4000055,4000055,"Hodler, Ferdinand",P20,P20,
4000055,4000055,12373898,"Hodler, Ferdinand","hodler,ferdinand",DEU,M,1853,1918,"* 14.3.1853 Bern, $+$ 19.5.1918 Genf","Maler. Landschaft, Porträt, Selbstbildnis, Genrebild, Figuren- und Historienbild sowie monumentale Dekorationen; Plakat- und Banknotenentwürfe",1871,1918,J,Hodler,Ferdinand,"Hodler, Ferdinand ","Hodler Ferdinand ",2963,1380,0,0,"12059464,12464305,12823793,13732424,10481005,12754534,12730260,14147036,9676289,9676300,9676312,9622812,9843698,9843784,",,6,1853-1918,*****,Lexikon-Artikel,23.04.2015,,,"1,11,6,13,14,2,4,5,7,12,0,9,10,","Oskar Bätschmann, 2008, aktualisiert","Zeichnung, Malerei, Wandmalerei, Plakat, Banknoten","Gurzelen (BE)",CH,"Das Institut arbeitet zur Zeit am «Oeuvrekatalog Ferdinand Hodler. Die Gemälde». Es werden deshalb nicht alle Datenbestände im Netz zur Verfügung gestellt. Nähere Informationen zum Projekt finden Sie auf der Website des Instituts.",2012,"Hodler, Ferdinand",118551817,http://d-nb.info/gnd/118551817,www.ferdinand-hodler.ch,www.ferdinand-hodler.ch,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Hodler,%20Ferdinand%22%20OR%20%22Ferdinand%20Hodler%22",http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Hodler&token_firstname=Ferdinand,http://www.deutsche-biographie.de/pnd118551817.html,SIK,HUEGLI,"02.02.2011 17:02:59",I,SIK,HUEGLI,"02.02.2011 17:02:59",13065164,13065164,,>,,,Familienmitglied,4000055,4000055,"Hodler, Ferdinand",P20,P20,
4000055,4000055,12373898,"Hodler, Ferdinand","hodler,ferdinand",DEU,M,1853,1918,"* 14.3.1853 Bern, $+$ 19.5.1918 Genf","Maler. Landschaft, Porträt, Selbstbildnis, Genrebild, Figuren- und Historienbild sowie monumentale Dekorationen; Plakat- und Banknotenentwürfe",1871,1918,J,Hodler,Ferdinand,"Hodler, Ferdinand ","Hodler Ferdinand ",2963,1380,0,0,"12059464,12464305,12823793,13732424,10481005,12754534,12730260,14147036,9676289,9676300,9676312,9622812,9843698,9843784,",,6,1853-1918,*****,Lexikon-Artikel,23.04.2015,,,"1,11,6,13,14,2,4,5,7,12,0,9,10,","Oskar Bätschmann, 2008, aktualisiert","Zeichnung, Malerei, Wandmalerei, Plakat, Banknoten","Gurzelen (BE)",CH,"Das Institut arbeitet zur Zeit am «Oeuvrekatalog Ferdinand Hodler. Die Gemälde». Es werden deshalb nicht alle Datenbestände im Netz zur Verfügung gestellt. Nähere Informationen zum Projekt finden Sie auf der Website des Instituts.",2012,"Hodler, Ferdinand",118551817,http://d-nb.info/gnd/118551817,www.ferdinand-hodler.ch,www.ferdinand-hodler.ch,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Hodler,%20Ferdinand%22%20OR%20%22Ferdinand%20Hodler%22",http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Hodler&token_firstname=Ferdinand,http://www.deutsche-biographie.de/pnd118551817.html,SIK,HUEGLI,"02.02.2011 16:55:18",I,SIK,HUEGLI,"02.02.2011 16:55:18",13065159,13065159,,>,,,Familienmitglied,4000055,4000055,"Hodler, Ferdinand",P20,P20,
4000055,4000055,12373898,"Hodler, Ferdinand","hodler,ferdinand",DEU,M,1853,1918,"* 14.3.1853 Bern, $+$ 19.5.1918 Genf","Maler. Landschaft, Porträt, Selbstbildnis, Genrebild, Figuren- und Historienbild sowie monumentale Dekorationen; Plakat- und Banknotenentwürfe",1871,1918,J,Hodler,Ferdinand,"Hodler, Ferdinand ","Hodler Ferdinand ",2963,1380,0,0,"12059464,12464305,12823793,13732424,10481005,12754534,12730260,14147036,9676289,9676300,9676312,9622812,9843698,9843784,",,6,1853-1918,*****,Lexikon-Artikel,23.04.2015,,,"1,11,6,13,14,2,4,5,7,12,0,9,10,","Oskar Bätschmann, 2008, aktualisiert","Zeichnung, Malerei, Wandmalerei, Plakat, Banknoten","Gurzelen (BE)",CH,"Das Institut arbeitet zur Zeit am «Oeuvrekatalog Ferdinand Hodler. Die Gemälde». Es werden deshalb nicht alle Datenbestände im Netz zur Verfügung gestellt. Nähere Informationen zum Projekt finden Sie auf der Website des Instituts.",2012,"Hodler, Ferdinand",118551817,http://d-nb.info/gnd/118551817,www.ferdinand-hodler.ch,www.ferdinand-hodler.ch,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Hodler,%20Ferdinand%22%20OR%20%22Ferdinand%20Hodler%22",http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Hodler&token_firstname=Ferdinand,http://www.deutsche-biographie.de/pnd118551817.html,SIK,HUEGLI,"02.02.2011 16:48:05",I,SIK,HUEGLI,"02.02.2011 16:48:05",13065155,13065155,,>,,,Familienmitglied,4000055,4000055,"Hodler, Ferdinand",P20,P20,
4000055,4000055,12373898,"Hodler, Ferdinand","hodler,ferdinand",DEU,M,1853,1918,"* 14.3.1853 Bern, $+$ 19.5.1918 Genf","Maler. Landschaft, Porträt, Selbstbildnis, Genrebild, Figuren- und Historienbild sowie monumentale Dekorationen; Plakat- und Banknotenentwürfe",1871,1918,J,Hodler,Ferdinand,"Hodler, Ferdinand ","Hodler Ferdinand ",2963,1380,0,0,"12059464,12464305,12823793,13732424,10481005,12754534,12730260,14147036,9676289,9676300,9676312,9622812,9843698,9843784,",,6,1853-1918,*****,Lexikon-Artikel,23.04.2015,,,"1,11,6,13,14,2,4,5,7,12,0,9,10,","Oskar Bätschmann, 2008, aktualisiert","Zeichnung, Malerei, Wandmalerei, Plakat, Banknoten","Gurzelen (BE)",CH,"Das Institut arbeitet zur Zeit am «Oeuvrekatalog Ferdinand Hodler. Die Gemälde». Es werden deshalb nicht alle Datenbestände im Netz zur Verfügung gestellt. Nähere Informationen zum Projekt finden Sie auf der Website des Instituts.",2012,"Hodler, Ferdinand",118551817,http://d-nb.info/gnd/118551817,www.ferdinand-hodler.ch,www.ferdinand-hodler.ch,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Hodler,%20Ferdinand%22%20OR%20%22Ferdinand%20Hodler%22",http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Hodler&token_firstname=Ferdinand,http://www.deutsche-biographie.de/pnd118551817.html,SIK,HUEGLI,"07.02.2011 09:56:39",I,SIK,HUEGLI,"07.02.2011 09:56:39",13066320,13066320,,>,,,Familienmitglied,4000055,4000055,"Hodler, Ferdinand",P20,P20,
4022945,4022945,12379171,"Ritz, Maria Joseph Franz Anton Raphael","ritz,raphael",DEU,M,1829,1894,"* 17.1.1829 Brig, $+$ 11.4.1894 Sitten","Genre- und Landschaftsmaler. Tätig in Düsseldorf und Sitten. Sohn von Lorenz Justin Ritz",1847,1894,J,Ritz,"Maria Joseph Franz Anton Raphael","Ritz, Maria Joseph Franz Anton Raphael  [Walliser Raphael; Alpen-Raphael]","Ritz Raphael#Ritz Maria Joseph Franz Anton Raphael Ritz Maria Joseph Franz Anton Raphael £ Walliser Raphael  Alpen-Raphael #Alpen Raphael ",29,16,0,0,"9640333,9647830,9647836,9647842,9647847,9647851,11068499,11943349,",,5,1829-1894,****,Lexikon-Artikel,23.04.2015,,,"1,11,6,13,14,2,4,5,12,0,9,10,","Fabian Perren, 1998, aktualisiert","Malerei, Öl","Niederwald (VS)",CH,,2015,"Ritz, Maria Joseph Franz Anton Raphael",121592863,http://d-nb.info/gnd/121592863,,,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Ritz,%20Raphael%22%20OR%20%22Raphael%20Ritz%22",http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Ritz&token_firstname=Raphael,http://www.deutsche-biographie.de/pnd121592863.html,SIK,PLÜSS,05.09.1997,U,SIK,PLÜSS,05.09.1997,12393401,9673447,"Ritz [Familie] ([Mitte 17. - Ende 19. Jahrhundert])",>,,,Familienmitglied,12379171,4022945,"Ritz, Maria Joseph Franz Anton Raphael (* 17.1.1829 Brig, + 11.4.1894 Sitten)",P20,P20,
4023144,4023144,12379764,"Lindtmayer, Felix (der Ältere)","lindtmayer,felix",DEU,M,1500,1542,"* um 1500 Zürich, $+$ um 1541/42 Schaffhausen","Glasmaler und Maler. Mitglied der Künstlerfamilie Lindtmayer. Vater von Daniel Lindtmayer dem Älteren und Felix Lindtmayer dem Jüngeren",1518,1542,J,Lindtmayer,Felix,"Lindtmayer, Felix (der Ältere) ","Lindtmayer Felix (der Ältere)#Lindtmayer Felix (der Aeltere)#Lindtmayer Felix der Ältere#Lindtmayer Felix der Aeltere ",9,1,0,0,"9731699,9720137,9798890,9798915,9798904,13030137,",,4,1500-1542,***,Lexikon-Artikel,23.04.2015,,,"1,11,6,13,14,2,4,5,12,0,9,10,","Maria Becker",Malerei,Schaffhausen,CH,,1998,"Lindtmayer, Felix (der Ältere)",136727174,http://d-nb.info/gnd/136727174,,,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Lindtmayer,%20Felix%22%20OR%20%22Felix%20Lindtmayer%22",http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Lindtmayer&token_firstname=Felix,http://www.deutsche-biographie.de/pnd136727174.html,SIK,PLÜSS,04.03.1998,U,SIK,PLÜSS,13.07.1998,12394320,9788529,"Lindtmayer [Familie] ([16. Jahrhundert])",>,,,Familienmitglied,12379764,4023144,"Lindtmayer, Felix [der Ältere] (* vor 1514 Zürich, + um 1541/42 Schaffhausen)",P20,P20,
13983833,13983833,13983834,"Fischer, Thomas","fischer,thomas",DEU,M,1973,,"* 1973 Bern",,1991,2072,J,Fischer,Thomas,"Fischer, Thomas ","Fischer Thomas ",,,0,0,,,0,1973,~,Nachweis,14.07.2014,,,"0,",,,,,,,"Fischer, Thomas",,,http://thomasfischer.ch/,http://thomasfischer.ch/,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Fischer,%20Thomas%22%20OR%20%22Thomas%20Fischer%22",http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Fischer&token_firstname=Thomas,,SIK,MEYER,"14.07.2014 15:34:56",I,SIK,MEYER,"14.07.2014 15:34:56",12959878,12959878,,>,,,Gruppenmitglied,13983833,13983833,"Fischer, Thomas",P20,P20,3
13213047,13213047,13213048,"Blanc, Amélie","blanc,amelie",FRA,F,,,,"Photographe à l'atelier de numérisation de la Ville de Lausanne",,,J,Blanc,Amélie,"Blanc, Amélie ","Blanc Amélie#Blanc Amelie ",,,0,0,,,0,,~,Remarque,21.12.2011,,,"0,",,,,,,,"Blanc, Amélie",,,,,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Blanc,%20Amélie%22%20OR%20%22Amélie%20Blanc%22",http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Blanc&token_firstname=Amélie,,SIK,SIEBER,"26.03.2012 22:48:38",I,SIK,SIEBER,"26.03.2012 22:48:38",13320411,13320411,,>,,,Gruppenmitglied,13213047,13213047,"Blanc, Amélie",P20,P20,2
13213047,13213047,13213048,"Blanc, Amélie","blanc,amelie",FRA,F,,,,"Photographe à l'atelier de numérisation de la Ville de Lausanne",,,J,Blanc,Amélie,"Blanc, Amélie ","Blanc Amélie#Blanc Amelie ",,,0,0,,,0,,~,Remarque,21.12.2011,,,"0,",,,,,,,"Blanc, Amélie",,,,,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Blanc,%20Amélie%22%20OR%20%22Amélie%20Blanc%22",http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Blanc&token_firstname=Amélie,,SIK,SIEBER,"26.03.2012 22:46:34",I,SIK,SIEBER,"26.03.2012 22:46:34",13320417,13320417,,>,,,Gruppenmitglied,13213047,13213047,"Blanc, Amélie",P20,P20,
