RECNR,HAUPTNR,LEMMA_RECNR,NAMIDENT,ALPHABET,SPRCODE,GESCHLECHT,GEBJAHR,TODJAHR,LEBENSDATEN,VITAZEILE,AKTIVBEGINN,AKTIVENDE,KUENSTLER,NAME,VORNAME,NAMENSANZEIGE,NAMENSSUCHE,LITERATUR,AUSSTELLUNGEN,EVENTS,PERFORMANCES,LIT_AUSWAHL,WERK_AUSWAHL,LEXIKA,LEBENSJAHRE,RATING,RATING_PROMPT,BEARBEITUNGSSTAND,ARTIKELPFADWORD,ARTIKELPFADPDF,KONTEXT_IDS,ARTIKEL_AUTOR,GATTUNGEN,BUERGERORT,NATIONALITAET,ARCHIVHINWEIS,ARTIKEL_DATUM,NAMENSANZEIGE2,PND,PND_URL,URL_TEXT,SIK_ISEA_URL,NEBIS_URL,EAN_URL,NDB_URL,INSERTINST,INSERTER,INSERTDATE,LASTACTION,LASTINSTITUT,LASTUSER,LASTDATE,OBJEKTNR,OBJEKTHAUPTNR,OBJEKTKURZFORM,RELATOR,RELATOR_BEMERKUNG,VERWEISZEICHEN,VERWEISTEXT,VERWEIS_OBJEKTNR,VERWEIS_OBJEKTHAUPTNR,VERWEIS_KURZFORM,OBJEKT_TABLE,VERWEIS_OBJEKT_TABLE,SETPOS
9664894,9664894,12391669,"Zeiner, Lux","zeiner,lux",DEU,M,1454,1513,"* um 1454 Zürich, $+$ vor 1513 Zürich","Glasmaler und Glaser in Zürich. Auftrag für die Standesscheiben im Tagsatzungssaal zu Baden. Mitglied der Künstlerfamilie Zeiner",1472,1513,J,Zeiner,Lux,"Zeiner, Lux  [Zeiner, Aman Lux; Zainer, Lux; Zeiner, Lucas (Lukas); Lux Maler]","Zeiner Lux £ Zeiner Aman Lux#Zeiner Aman (Ammann) Lux Zeiner Aman (Ammann) Lux#Zeiner Aman Lux#Zeiner Aman Ammann Lux Zeiner Aman Ammann Lux Zainer Lux Zeiner Lucas (Lukas)#Zeiner Lucas Lukas Lux Maler ",28,9,0,0,"14032932,9664998,9665027,9665033,9655984,9665040,9664935,9664949,9664965,9665074,",,4,1454-1513,***,Lexikon-Artikel,23.04.2015,,,"1,11,6,13,14,2,4,5,0,12,9,10,","Charlotte Gutscher-Schmid",Glasmalerei,Zürich,CH,,1998,"Zeiner, Lux",118772406,http://d-nb.info/gnd/118772406,,,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Zeiner,%20Lux%22%20OR%20%22Lux%20Zeiner%22",http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Zeiner&token_firstname=Lux,http://www.deutsche-biographie.de/pnd118772406.html,SIK,PLÜSS,03.09.1997,U,SIK,PLÜSS,21.01.1998,12391651,9645245,"Nelkenmeister ([um 1500])",>,,,Gruppenmitglied,12391669,9664894,"Zeiner, Lux (* um 1454 Zürich, + vor 1519 Zürich)",P20,P20,
9664894,9664894,12391669,"Zeiner, Lux","zeiner,lux",DEU,M,1454,1513,"* um 1454 Zürich, $+$ vor 1513 Zürich","Glasmaler und Glaser in Zürich. Auftrag für die Standesscheiben im Tagsatzungssaal zu Baden. Mitglied der Künstlerfamilie Zeiner",1472,1513,J,Zeiner,Lux,"Zeiner, Lux  [Zeiner, Aman Lux; Zainer, Lux; Zeiner, Lucas (Lukas); Lux Maler]","Zeiner Lux £ Zeiner Aman Lux#Zeiner Aman (Ammann) Lux Zeiner Aman (Ammann) Lux#Zeiner Aman Lux#Zeiner Aman Ammann Lux Zeiner Aman Ammann Lux Zainer Lux Zeiner Lucas (Lukas)#Zeiner Lucas Lukas Lux Maler ",28,9,0,0,"14032932,9664998,9665027,9665033,9655984,9665040,9664935,9664949,9664965,9665074,",,4,1454-1513,***,Lexikon-Artikel,23.04.2015,,,"1,11,6,13,14,2,4,5,0,12,9,10,","Charlotte Gutscher-Schmid",Glasmalerei,Zürich,CH,,1998,"Zeiner, Lux",118772406,http://d-nb.info/gnd/118772406,,,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Zeiner,%20Lux%22%20OR%20%22Lux%20Zeiner%22",http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Zeiner&token_firstname=Lux,http://www.deutsche-biographie.de/pnd118772406.html,SIK,PLÜSS,04.09.1997,U,SIK,PLÜSS,04.09.1997,12380639,4023466,"Zeiner [Familie] ([Mitte 15. - Mitte 16. Jahrhundert])",>,,,Familienmitglied,12391669,9664894,"Zeiner, Lux (* um 1454 Zürich, + vor 1519 Zürich)",P20,P20,
4000005,4000005,12373269,"Rüdisühli, Paul Eduard","ruedisuehli,eduard",DEU,M,1875,1938,"* 26.6.1875 Basel, $+$ 15.12.1938 Rorschacherberg","Maler und Kopist. Landschaften, Porträts und Allegorien. Mitglied der Künstlerfamilie Rüdisühli. Sohn von Jakob Lorenz Rüdisühli",1893,1938,J,Rüdisühli,"Paul Eduard","Rüdisühli, Paul Eduard ","Rüdisühli Eduard#Ruedisuehli Eduard#Rüdisühli Paul Eduard Ruedisuehli Paul Eduard ",2,2,0,0,"9682674,12776195,",,5,1875-1938,***,Lexikon-Artikel,05.08.2015,,,"1,11,6,13,14,2,5,4,0,12,9,10,","Hans Holenweg",Malerei,"Sennwald-Frümsen (SG)",CH,,1998,"Rüdisühli, Paul Eduard",1020480882,http://d-nb.info/gnd/1020480882,,,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Rüdisühli,%20Eduard%22%20OR%20%22Eduard%20Rüdisühli%22",http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Rüdisühli&token_firstname=Eduard,http://www.deutsche-biographie.de/pnd1020480882.html,SIK,PLÜSS,04.09.1997,I,SIK,PLÜSS,04.09.1997,12394257,9682526,"Rüdisühli ([Mitte 19. - Anfang 20. Jahrhundert])",>,,,Familienmitglied,12373269,4000005,"Rüdisühli, Paul Eduard (* 26.6.1875 Basel, + 15.12.1938 Rorschacherberg)",P20,P20,
4023217,4023217,12378600,"Renggli, Eduard Johann","renggli,eduard",DEU,M,1882,1939,"* 25.2.1882 Luzern, $+$ 5.4.1939 Luzern","Maler, Zeichner und Grafiker. Fassadenmalereien, Zeichnungen, Plakate und Exlibris. Lehrer an der Kunstgewerbeschule Luzern. Mitglied der Malerfamilie Renggli. Jüngstes Kind von Jean Renggli I und Rosa Pfluger",1900,1939,J,Renggli,"Eduard Johann","Renggli, Eduard Johann ","Renggli Eduard#Renggli Eduard Johann Renggli Eduard Johann ",17,8,0,0,"9686666,9741506,9741513,9741542,9704995,9741549,11044903,",,6,1882-1939,***,Lexikon-Artikel,05.08.2015,,,"1,11,6,13,14,2,4,5,0,12,9,10,","Peter Quadri","Zeichnung, Malerei, Grafik, Fassadenmalerei, Plakat",Luzern,CH,,1998,"Renggli, Eduard Johann",102030975X,http://d-nb.info/gnd/102030975X,,,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Renggli,%20Eduard%22%20OR%20%22Eduard%20Renggli%22",http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Renggli&token_firstname=Eduard,http://www.deutsche-biographie.de/pnd102030975X.html,SIK,PLÜSS,12.11.1997,U,SIK,PLÜSS,12.11.1997,12394680,9741166,"Renggli [Familie] ([19. - Mitte 20. Jahrhundert])",>,,,Familienmitglied,12378600,4023217,"Renggli, Eduard Johann (* 25.2.1882 Luzern, + 5.4.1939 Luzern)",P20,P20,
4001349,4001349,12373291,"Renggli, Edy","renggli,edy",DEU,M,1922,,"* 11.11.1922 Luzern","Glasmaler und Maler. Glas- und Wandbilder. Mitglied der Glasmalerfamilie Renggli. Sohn von Eduard Friedrich Renggli und Anna Schwingruber",1940,2021,J,Renggli,"Edy (Eduard) Otto","Renggli, Edy ","Renggli Edy#Renggli Edy (Eduard) Otto Renggli Edy (Eduard) Otto#Renggli Edy#Renggli Edy Eduard Otto Renggli Edy Eduard Otto ",9,1,0,0,"9741707,9741734,9741741,9741745,9678136,9741761,9744784,",,4,1922,***,Lexikon-Artikel,05.08.2015,,,"1,11,6,13,14,2,5,4,0,12,9,10,","Peter Quadri","Glasfenster, Collage, Wandbild, Malerei, Glasmalerei","Luzern, Neuenkirch (LU)",CH,,1998,"Renggli, Edy",1020309776,http://d-nb.info/gnd/1020309776,,,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Renggli,%20Edy%22%20OR%20%22Edy%20Renggli%22",http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Renggli&token_firstname=Edy,http://www.deutsche-biographie.de/pnd1020309776.html,SIK,PLÜSS,13.11.1997,I,SIK,PLÜSS,13.11.1997,12395244,9741559,"Renggli [Familie] ([Mitte 19. - 20. Jahrhundert])",>,,,Familienmitglied,12373291,4001349,"Renggli, Edy (Eduard) Otto (* 11.11.1922 Luzern)",P20,P20,
4023496,4023496,12387901,"Funk, Johann Friedrich (der Jüngere, II.)","funk,johannfriedrich",DEU,M,1745,1811,"* 26.10.1745 Bern, $+$ 4.12.1811 Bern","Bildhauer. Grab- und Denkmäler sowie Bildnisse, Skulpturenschmuck, Reliefs und Spiegel, Konsoltische und Kamineinfassungen im Stil Louis XVI. Mitglied der vorwiegend in Bern tätigen Künstlerfamilie Funk. Sohn von Johann Friedrich Funk I.",1763,1811,J,Funk,"Johann Friedrich","Funk, Johann Friedrich (der Jüngere, II.)  [Funck, Johann Friedrich (Jean Frédéric)]","Funk Johann Friedrich (der Jüngere, II.)#Funk Johann Friedrich (der Juengere, II.)#Funk Johann Friedrich der Jüngere, II.#Funk Johann Friedrich der Juengere, II. £ Funck Johann Friedrich (Jean Frédéric) (der Jüngere, II.)#Funck Johann Friedrich (Jean Frederic) (der Juengere, II.)#Funck Johann Friedrich Jean Frédéric der Jüngere, II.#Funck Johann Friedrich Jean Frederic der Juengere, II.",14,1,0,0,"13911534,13911546,9634575,9735186,9696208,9710806,9735198,9636770,9735176,9644319,9644324,",,5,1745-1811,***,Lexikon-Artikel,23.04.2015,,,"1,11,6,13,14,2,5,4,0,12,9,10,","Hermann von Fischer-Stettler","Skulptur, Relief","Cornaux (NE), Neuenburg, Nidau (BE)",CH,,1998,"Funk, Johann Friedrich (der Jüngere, II.)",121292649,http://d-nb.info/gnd/121292649,,,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Funk,%20Johann Friedrich%22%20OR%20%22Johann Friedrich%20Funk%22","http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Funk&token_firstname=Johann Friedrich",http://www.deutsche-biographie.de/pnd121292649.html,SIK,PLÜSS,23.10.1997,I,SIK,PLÜSS,23.10.1997,12393228,9735584,"Funk ([18. Jahrhundert])",>,,,Familienmitglied,12387901,4023496,"Funk, Johann Friedrich [der Jüngere, II.] (* 26.10.1745 Bern, + 4.12.1811 Bern)",P20,P20,
4026632,4026632,12381437,"Rüdisühli, Michael Albert","ruedisuehli,michael",DEU,M,1874,1923,"* 24.4.1874 Basel, $+$ 17.1.1923 Basel","Maler und Kopist. Landschaften. Mitglied der Künstlerfamilie Rüdisühli. Sohn von Jakob Lorenz Rüdisühli",1892,1923,J,Rüdisühli,"Michael Albert","Rüdisühli, Michael Albert ","Rüdisühli Michael#Ruedisuehli Michael#Rüdisühli Michael Albert Ruedisuehli Michael Albert ",,,0,0,NULL,,1,1874-1923,***,Lexikon-Artikel,05.08.2015,,,"1,11,6,13,14,2,4,5,0,12,9,10,","Hans Holenweg",Malerei,"Sennwald-Frümsen (SG)",CH,,1998,"Rüdisühli, Michael Albert",1020480866,http://d-nb.info/gnd/1020480866,,,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Rüdisühli,%20Michael%22%20OR%20%22Michael%20Rüdisühli%22",http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Rüdisühli&token_firstname=Michael,http://www.deutsche-biographie.de/pnd1020480866.html,SIK,PLÜSS,04.09.1997,I,SIK,PLÜSS,04.09.1997,12394257,9682526,"Rüdisühli ([Mitte 19. - Anfang 20. Jahrhundert])",>,,,Familienmitglied,12381437,4026632,"Rüdisühli, Michael Albert (* 24.4.1874 Basel, + 17.1.1923 Basel)",P20,P20,
4022697,4022697,12391073,"Amlehn, Salesia","amlehn,salesia",DEU,F,1863,1927,"* 9.6.1863 Sursee, $+$ 14.10.1927 Paris","Malerin und Modelleurin. Mitglied der Bildhauerfamilie. Tochter von Sales Amlehn",1881,1927,J,Amlehn,Salesia,"Amlehn, Salesia  [Thibault, Louisa; Boutry-Amlehn, Salesia]","Amlehn Salesia £ Thibault Louisa Boutry-Amlehn Salesia#Boutry Amlehn Salesia",1,1,0,0,NULL,,5,1863-1927,***,Lexikon-Artikel,05.08.2015,,,"1,11,6,13,14,2,4,5,0,12,9,10,","Konrad Rudolf Lienert","Malerei, Modellieren, Skulptur, Kunst am Bau","Sursee (LU)",CH,,1998,"Amlehn, Salesia",1017141266,http://d-nb.info/gnd/1017141266,,,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Amlehn,%20Salesia%22%20OR%20%22Salesia%20Amlehn%22",http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Amlehn&token_firstname=Salesia,http://www.deutsche-biographie.de/pnd1017141266.html,SIK,PLÜSS,25.11.1997,I,SIK,PLÜSS,25.11.1997,12393285,9747051,"Amlehn [Familie] ([Mitte 19. - Mitte 20. Jahrhundert])",>,,,Familienmitglied,12391073,4022697,"Amlehn, Salesia (* 9.6.1863 Sursee, + 14.10.1927 Paris)",P20,P20,
4022926,4022926,12379050,"Lindtmayer, Daniel (der Jüngere, II.)","lindtmayer,daniel",DEU,M,1552,1603,"* 24.4.1552 Schaffhausen (Taufe), $+$ zwischen 1603 und 1607","Maler, Glasmaler, Scheibenreisser, Zeichner und Radierer. Mitglied der Künstlerfamilie Lindtmayer. Sohn von Felix Lindtmayer dem Jüngeren",1570,1603,J,Lindtmayer,Daniel,"Lindtmayer, Daniel (der Jüngere, II.)  [DML; Lindtmeyer, Daniel; Lintmeyer, Daniel; DL; DLM; Lindmeyer, Daniel]","Lindtmayer Daniel (der Jüngere, II.)#Lindtmayer Daniel (der Juengere, II.)#Lindtmayer Daniel der Jüngere, II.#Lindtmayer Daniel der Juengere, II. £ DML  Lindtmeyer Daniel Lintmeyer Daniel (der Jüngere, II.)#Lintmeyer Daniel (der Juengere, II.)#Lintmeyer Daniel der Jüngere, II.#Lintmeyer Daniel der Juengere, II. DL  DLM  Lindmeyer Daniel (der Jüngere, II.)#Lindmeyer Daniel (der Juengere, II.)#Lindmeyer Daniel der Jüngere, II.#Lindmeyer Daniel der Juengere, II.",39,16,0,0,"11996892,13030137,9731699,9739765,9739847,9690465,9739693,9739699,9739705,9653257,",,7,1552-1603,****,Lexikon-Artikel,23.04.2015,,,"1,11,6,13,14,2,4,5,0,12,9,10,","Maria Becker, 1998, aktualisiert","Malerei, Zeichnung, Glasmalerei, Radierung, Holzschnitt, Illustration, Buch, Gouache",Schaffhausen,CH,,2015,"Lindtmayer, Daniel (der Jüngere, II.)",118573268,http://d-nb.info/gnd/118573268,,,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Lindtmayer,%20Daniel%22%20OR%20%22Daniel%20Lindtmayer%22",http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Lindtmayer&token_firstname=Daniel,http://www.deutsche-biographie.de/pnd118573268.html,SIK,PLÜSS,04.03.1998,U,SIK,PLÜSS,13.07.1998,12394320,9788529,"Lindtmayer [Familie] ([16. Jahrhundert])",>,,,Familienmitglied,12379050,4022926,"Lindtmayer, Daniel [der Jüngere, II.] (* 24.4.1552 Schaffhausen, + zwischen 1603 und 1607)",P20,P20,
4023139,4023139,12392119,"Leu, Hans (der Ältere, I.)","leu,hans",DEU,M,1460,1507,"* um 1460, $+$ 1507 Zürich","Maler. Wahrscheinlich Leiter der zweiten mit Nelken signierenden Werkstatt Zürichs. Vater von Hans Leu dem Jüngeren",1478,1507,J,Leu,Hans,"Leu, Hans (der Ältere, I.)  [Leuw, Hans; Löw, Hans]","Leu Hans (der Ältere, I.)#Leu Hans (der Aeltere, I.)#Leu Hans der Ältere, I.#Leu Hans der Aeltere, I. £ Leuw Hans (der Ältere, I.)#Leuw Hans (der Aeltere, I.)#Leuw Hans der Ältere, I.#Leuw Hans der Aeltere, I. Löw Hans (der Ältere, I.)#Loew Hans (der Aeltere, I.)#Löw Hans der Ältere, I.#Loew Hans der Aeltere, I.",24,2,0,0,"14021974,9684716,9686406,9686531,9686535,9686541,9686549,9655984,9686564,9628692,13251230,",,4,1460-1507,****,Lexikon-Artikel,23.04.2015,,,"1,11,6,13,14,2,4,5,0,12,9,10,","Charlotte Gutscher-Schmid, 1998, aktualisiert","Malerei, Wandmalerei, Malerei",Zürich,CH,,2014,"Leu, Hans (der Ältere, I.)",123360730,http://d-nb.info/gnd/123360730,,,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Leu,%20Hans%22%20OR%20%22Hans%20Leu%22",http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Leu&token_firstname=Hans,http://www.deutsche-biographie.de/pnd123360730.html,SIK,PLÜSS,03.09.1997,U,SIK,PLÜSS,21.01.1998,12391651,9645245,"Nelkenmeister ([um 1500])",>,,,Gruppenmitglied,12392119,4023139,"Leu, Hans [der Ältere, I.] (* um 1460, + 1507 Zürich)",P20,P20,
4023269,4023269,12379388,"Rüdisühli, Traugott Hermann","ruedisuehli,hermann",DEU,M,1864,1944,"* 10.6.1864 Lenzburg, $+$ 27.1.1944 München","Maler. Landschaften, Porträts und Allegorien. Mitglied der Künstlerfamilie Rüdisühli. Sohn von Jakob Lorenz Rüdisühli",1882,1944,J,Rüdisühli,"Traugott Hermann","Rüdisühli, Traugott Hermann ","Rüdisühli Hermann#Ruedisuehli Hermann#Rüdisühli Traugott Hermann Ruedisuehli Traugott Hermann ",3,2,0,0,"9682617,9682621,",,5,1864-1944,***,Lexikon-Artikel,26.08.2015,,,"1,11,6,13,14,2,4,5,0,12,9,10,","Hans Holenweg",Malerei,"Sennwald-Frümsen (SG)",CH,,1998,"Rüdisühli, Traugott Hermann",124439527,http://d-nb.info/gnd/124439527,,,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Rüdisühli,%20Hermann%22%20OR%20%22Hermann%20Rüdisühli%22",http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Rüdisühli&token_firstname=Hermann,http://www.deutsche-biographie.de/pnd124439527.html,SIK,PLÜSS,04.09.1997,I,SIK,PLÜSS,04.09.1997,12394257,9682526,"Rüdisühli ([Mitte 19. - Anfang 20. Jahrhundert])",>,,,Familienmitglied,12379388,4023269,"Rüdisühli, Traugott Hermann (* 10.6.1864 Lenzburg, + 27.1.1944 München)",P20,P20,
11742084,11742084,12405916,"Bochicchio, Sara","bochicchio,sara",FRA,F,1975,,"* 14.4.1975 Lausanne","Plasticienne. Communauté de production Barbara Bunker avec Elise Gagnebin-de Bons",1993,2074,J,Bochicchio,Sara,"Bochicchio, Sara  [Bochicchio Seydoux, Sara]","Bochicchio Sara £ Bochicchio Seydoux Sara",,,0,0,,,0,1975,*,"Entrée de dictionnaire",21.12.2011,,,"1,11,6,13,2,14,4,5,0,10,12,9,",,"design, art dans l'espace public, dessin, sérigraphie, art vidéo, environnement, sculpture en plastique, photographie, installation",Ruoti,I,,,"Bochicchio, Sara",,,,,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Bochicchio,%20Sara%22%20OR%20%22Sara%20Bochicchio%22",http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Bochicchio&token_firstname=Sara,,SIK,MSCHMID,"10.12.2007 09:34:59",I,SIK,MSCHMID,"10.12.2007 09:34:59",12397981,10621629,,>,,,Gruppenmitglied,11742084,11742084,"Bochicchio, Sara",P20,P20,
13560294,13560294,13560295,"Castelli, Quirico","castelli,quirico",DEU,M,1591,1610,"[1591] , [1610]","Vater von Elia, Antonio und Pietro Castelli.",1609,1610,J,Castelli,Quirico,"Castelli, Quirico ","Castelli Quirico ",,,0,0,,,0,1591-1610,**,Lexikon-Eintrag,18.06.2012,,,"1,11,6,13,2,14,4,5,0,10,12,9,",,,,,,,"Castelli, Quirico",,,,,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Castelli,%20Quirico%22%20OR%20%22Quirico%20Castelli%22",http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Castelli&token_firstname=Quirico,,SIK,KREBS,"18.06.2012 16:43:12",I,SIK,KREBS,"18.06.2012 16:43:12",9683541,9683541,,>,,,Familienmitglied,13560294,13560294,"Castelli, Quirico",P20,P20,5
9738699,9738699,12392489,"Meyer Cesta, Barbara","meyercesta,barbara",DEU,F,1959,,"* 27.5.1959 Aarau","Installationskünstlerin. Mixed Media, Video und Zeichnung. Seit 1997 Zusammenarbeit mit Rudolf Steiner unter dem Label Haus am Gern",1977,2058,J,"Meyer Cesta","Barbara Maria","Meyer Cesta, Barbara  [bmc]","Meyer Cesta Barbara#Meyer Cesta Barbara Maria Meyer Cesta Barbara Maria £ bmc ",12,16,0,1,,,1,1959,**,Lexikon-Eintrag,05.08.2015,,,"1,11,6,13,14,2,4,5,0,12,9,10,",,"Installation, Mixed Media, Video, Zeichnung, Fotografie, Audio, Collage, Konzeptuelle Kunst, Kunst im öffentlichen Raum, Neue Medien, Performance, Plastik, Relief, Textilkunst","Olten (SO), Wohlenschwil (AG)",CH,,,"Meyer Cesta, Barbara",13030705X,http://d-nb.info/gnd/13030705X,www.hausamgern.ch/bmc,www.hausamgern.ch/bmc,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Meyer Cesta,%20Barbara%22%20OR%20%22Barbara%20Meyer Cesta%22","http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Meyer Cesta&token_firstname=Barbara",http://www.deutsche-biographie.de/pnd13030705X.html,SIK,KREBS,"27.05.2015 08:41:52",I,SIK,KREBS,"27.05.2015 08:41:52",12401002,11011884,,>,,,Gruppenmitglied,9738699,9738699,"Meyer Cesta, Barbara",P20,P20,3
4023238,4023238,12379060,"Girardet, Berthe","girardet,berthe",FRA,F,1861,1948,"* 8.4.1861 Marseille, $+$ 1948","Sculptrice. Membre, par alliance, de la famille d'artistes Girardet. Femme de Paul Armand Girardet",1879,1948,J,Girardet,Berthe,"Girardet, Berthe  [Imer, Berthe]","Girardet Berthe £ Imer Berthe",,1,0,0,,,5,1861-1948,**,"Entrée de dictionnaire",14.09.2011,,,"1,11,6,13,14,2,4,5,0,12,9,10,",,sculpture,"Brugg (AG)",CH,,,"Girardet, Berthe",,,,,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Girardet,%20Berthe%22%20OR%20%22Berthe%20Girardet%22",http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Girardet&token_firstname=Berthe,,SIK,EGLI,24.03.1998,I,SIK,EGLI,24.03.1998,12392426,9711890,"Girardet [Famille] ([Dernier quart du XVIII!e-première moitié du XX!e siècle])",>,,,Familienmitglied,12379060,4023238,"Girardet, Berthe (* 8.4.1869 Marseille, + ?)",P20,P20,
4030725,4030725,12386850,"König, Caroline","koenig,caroline",DEU,F,1793,1823,"* 1793 Bern, $+$ 8.4.1823","Malerin. Aquarellporträt nach einer Studie ihres Vaters Franz Niklaus König an der Berner Kunstausstellung 1818. Mitglied der Künstlerfamilie König",1811,1823,J,König,Caroline,"König, Caroline ","König Caroline#Koenig Caroline ",,,0,0,,,2,1793-1823,*,Lexikon-Eintrag,14.09.2011,,,"1,11,6,13,14,2,4,5,0,12,10,9,",,Malerei,Bern,CH,,,"König, Caroline",,,,,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22König,%20Caroline%22%20OR%20%22Caroline%20König%22",http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=König&token_firstname=Caroline,,SIK,EGLI,11.08.1997,U,SIK,EGLI,13.10.1997,12392939,9710646,"König [Familie] ([Ende 18. - Anfang 19. Jahrhundert])",>,,,Familienmitglied,12386850,4030725,"König, Caroline (* 1793 Bern, + 8.4.1823)",P20,P20,
9745903,9745903,12394470,"Pfau, Ludwig (II.)","pfau,ludwig",DEU,M,1573,1630,"* 4.2.1573 Winterthur, $+$ 2.5.1630 Winterthur","Hafner. Ofen- und Fayencemaler. Mitglied der Künstlerfamilie Pfau. Sohn von Ludwig Pfau I.",1591,1630,J,Pfau,Ludwig,"Pfau, Ludwig (II.)  [Pfauw, Ludwig]","Pfau Ludwig (II.)#Pfau Ludwig II. £ Pfauw Ludwig (II.)#Pfauw Ludwig II.",1,,0,0,,,4,1573-1630,*,Lexikon-Eintrag,14.09.2011,,,"1,11,6,13,2,14,4,5,0,12,10,9,",,"Fayence, Malerei",Winterthur,CH,,,"Pfau, Ludwig (II.)",,,,,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Pfau,%20Ludwig%22%20OR%20%22Ludwig%20Pfau%22",http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Pfau&token_firstname=Ludwig,,SIK,PLÜSS,25.11.1997,U,SIK,PLÜSS,25.11.1997,12379804,4023172,"Pfau [Familie] ([Mitte 16. - Anfang 18. Jahrhundert])",>,,,Familienmitglied,12394470,9745903,"Pfau, Ludwig [II.] (* 4.2.1573 Winterthur, + 2.5.1630 Winterthur)",P20,P20,
