WERK,WERK_JAHR,URHEBER,SPRACHE,GESCHLECHT,AUSSTELLUNGEN,EVENTS,PERFORMANCES,LITERATUR,RATING,PLZ
13052377,1947,4000066,1,1,62,0,0,82,4,6000
13052384,1975,4001004,1,1,66,0,0,77,3,6370
13052384,1975,4001004,1,1,66,0,0,77,3,8458
13052384,1975,4001004,1,1,66,0,0,77,3,4436
13031085,1993,4000188,1,2,146,0,0,277,4,4800
13031085,1993,4000188,1,2,146,0,0,277,4,14600
12989099,1977,4000188,1,2,146,0,0,277,4,4800
12989099,1977,4000188,1,2,146,0,0,277,4,14600
13032245,0,4022825,1,1,150,0,0,274,5,4000
13686449,1989,4006608,1,2,60,2,7,59,3,8000
13053743,1990,4000188,1,2,146,0,0,277,4,4800
13053743,1990,4000188,1,2,146,0,0,277,4,14600
13020408,1912,4023416,1,1,36,0,0,42,3,4000
13019837,1881,4022823,2,1,40,0,0,75,4,1000
13019837,1881,4022823,2,1,40,0,0,75,4,1180
13019837,1881,4022823,2,1,40,0,0,75,4,9434
13019857,1940,4022823,2,1,40,0,0,75,4,1000
13019857,1940,4022823,2,1,40,0,0,75,4,1180
13019857,1940,4022823,2,1,40,0,0,75,4,9434
13035193,1984,4002373,1,1,50,0,1,55,3,7000
12992062,1990,4000188,1,2,146,0,0,277,4,4800
12992062,1990,4000188,1,2,146,0,0,277,4,14600
12967547,1979,4000188,1,2,146,0,0,277,4,4800
12967547,1979,4000188,1,2,146,0,0,277,4,14600
13063681,1989,4000350,1,1,20,0,0,11,3,7000
12998184,1981,4000188,1,2,146,0,0,277,4,4800
12998184,1981,4000188,1,2,146,0,0,277,4,14600
12998188,1980,4000188,1,2,146,0,0,277,4,4800
12998188,1980,4000188,1,2,146,0,0,277,4,14600
13018796,1630,4020120,3,1,9,0,0,21,5,6877
13018796,1630,4020120,3,1,9,0,0,21,5,00176
13018796,1630,4020120,3,1,9,0,0,21,5,6877
13032270,1923,4000029,1,1,42,0,0,64,4,8534
13032270,1923,4000029,1,1,42,0,0,64,4,5608
13032336,1924,4000029,1,1,42,0,0,64,4,8534
13032336,1924,4000029,1,1,42,0,0,64,4,5608
13017479,1927,4023384,2,1,33,0,0,50,4,1000
13017479,1927,4023384,2,1,33,0,0,50,4,9434
13073637,1898,9748119,1,1,3,0,0,5,0,75015
13073637,1898,9748119,1,1,3,0,0,5,0,75000
13032687,1933,4000029,1,1,42,0,0,64,4,8534
13032687,1933,4000029,1,1,42,0,0,64,4,5608
13186951,1881,4022823,2,1,40,0,0,75,4,1000
13186951,1881,4022823,2,1,40,0,0,75,4,1180
13186951,1881,4022823,2,1,40,0,0,75,4,9434
14076624,1906,4022749,1,1,62,0,0,77,4,8816
14076624,1906,4022749,1,1,62,0,0,77,4,8000
14076624,1906,4022749,1,1,62,0,0,77,4,8000
13126018,1906,4001031,1,1,52,0,0,62,3,9500
13126018,1906,4001031,1,1,52,0,0,62,3,4347
13126018,1906,4001031,1,1,52,0,0,62,3,8610
13126018,1906,4001031,1,1,52,0,0,62,3,8800
13035660,2000,4000188,1,2,146,0,0,277,4,4800
13035660,2000,4000188,1,2,146,0,0,277,4,14600
13028564,1975,4000188,1,2,146,0,0,277,4,4800
13028564,1975,4000188,1,2,146,0,0,277,4,14600
13035656,2000,4000188,1,2,146,0,0,277,4,4800
13035656,2000,4000188,1,2,146,0,0,277,4,14600
13094596,1940,4000260,1,1,40,0,0,80,3,7166
13125682,1980,4001031,1,1,52,0,0,62,3,9500
13125682,1980,4001031,1,1,52,0,0,62,3,4347
13125682,1980,4001031,1,1,52,0,0,62,3,8610
13125682,1980,4001031,1,1,52,0,0,62,3,8800
13198388,1888,9845009,1,1,4,0,0,9,0,6037
13198388,1888,9845009,1,1,4,0,0,9,0,9434
13064048,1998,4022302,1,2,15,0,0,3,2,8803
13064009,1993,4021179,1,2,33,0,0,43,3,6215
13064009,1993,4021179,1,2,33,0,0,43,3,4400
13144153,1992,4003516,1,1,36,0,1,38,3,3000
13144824,2002,4003516,1,1,36,0,1,38,3,3000
13145190,1938,4023469,2,1,17,0,0,28,3,1325
13145190,1938,4023469,2,1,17,0,0,28,3,1000
13145190,1938,4023469,2,1,17,0,0,28,3,9434
13145373,1968,4023469,2,1,17,0,0,28,3,1325
13145373,1968,4023469,2,1,17,0,0,28,3,1000
13145373,1968,4023469,2,1,17,0,0,28,3,9434
12989095,1980,4000188,1,2,146,0,0,277,4,4800
12989095,1980,4000188,1,2,146,0,0,277,4,14600
12864249,1990,4000188,1,2,146,0,0,277,4,4800
12864249,1990,4000188,1,2,146,0,0,277,4,14600
13064033,1993,4021179,1,2,33,0,0,43,3,6215
13064033,1993,4021179,1,2,33,0,0,43,3,4400
13063997,1994,4004627,1,1,127,0,0,112,4,8000
13144881,1922,4023469,2,1,17,0,0,28,3,1325
13144881,1922,4023469,2,1,17,0,0,28,3,1000
13144881,1922,4023469,2,1,17,0,0,28,3,9434
13101397,1960,4000188,1,2,146,0,0,277,4,4800
13101397,1960,4000188,1,2,146,0,0,277,4,14600
13103578,1909,4000030,2,1,62,0,0,94,4,2500
13103578,1909,4000030,2,1,62,0,0,94,4,1288
13102187,1937,4022823,2,1,40,0,0,75,4,1000
13102187,1937,4022823,2,1,40,0,0,75,4,1180
13102187,1937,4022823,2,1,40,0,0,75,4,9434
13102410,1927,4022823,2,1,40,0,0,75,4,1000
13102410,1927,4022823,2,1,40,0,0,75,4,1180
13102410,1927,4022823,2,1,40,0,0,75,4,9434
13163577,1985,4002373,1,1,50,0,1,55,3,7000
13163634,2006,4002373,1,1,50,0,1,55,3,7000
13032506,1911,4000029,1,1,42,0,0,64,4,8534
13032506,1911,4000029,1,1,42,0,0,64,4,5608
13228067,2002,4001522,1,1,27,0,0,24,2,8400
13264706,1917,4028892,1,1,13,0,0,17,4,3110
13264706,1917,4028892,1,1,13,0,0,17,4,78000
13250033,1982,4000188,1,2,146,0,0,277,4,4800
13250033,1982,4000188,1,2,146,0,0,277,4,14600
13250037,1985,4000188,1,2,146,0,0,277,4,4800
13250037,1985,4000188,1,2,146,0,0,277,4,14600
13264697,1917,4028892,1,1,13,0,0,17,4,3110
13264697,1917,4028892,1,1,13,0,0,17,4,78000
12998186,1980,4000188,1,2,146,0,0,277,4,4800
12998186,1980,4000188,1,2,146,0,0,277,4,14600
12901908,1991,4000188,1,2,146,0,0,277,4,4800
12901908,1991,4000188,1,2,146,0,0,277,4,14600
13216665,1920,4003676,3,1,49,0,0,53,4,6950
13216665,1920,4003676,3,1,49,0,0,53,4,6900
12866651,1977,4000188,1,2,146,0,0,277,4,4800
12866651,1977,4000188,1,2,146,0,0,277,4,14600
14161078,1877,13348928,1,1,0,0,0,0,0,5000
14161078,1877,13348928,1,1,0,0,0,0,0,5736
12987964,1981,4000188,1,2,146,0,0,277,4,4800
12987964,1981,4000188,1,2,146,0,0,277,4,14600
13046623,1968,4000188,1,2,146,0,0,277,4,4800
13046623,1968,4000188,1,2,146,0,0,277,4,14600
13196312,1933,4000040,1,1,52,1,0,80,5,1000
13196312,1933,4000040,1,1,52,1,0,80,5,8267
13069617,1992,4021179,1,2,33,0,0,43,3,6215
13069617,1992,4021179,1,2,33,0,0,43,3,4400
12956383,1979,4000188,1,2,146,0,0,277,4,4800
12956383,1979,4000188,1,2,146,0,0,277,4,14600
13285943,1931,4000056,1,1,36,0,0,47,3,4632
13285943,1931,4000056,1,1,36,0,0,47,3,8303
13285943,1931,4000056,1,1,36,0,0,47,3,8458
13285943,1931,4000056,1,1,36,0,0,47,3,8491
13250040,1986,4000188,1,2,146,0,0,277,4,4800
13250040,1986,4000188,1,2,146,0,0,277,4,14600
12901713,1970,4000188,1,2,146,0,0,277,4,4800
12901713,1970,4000188,1,2,146,0,0,277,4,14600
13104198,0,4022825,1,1,150,0,0,274,5,4000
12956388,1979,4000188,1,2,146,0,0,277,4,4800
12956388,1979,4000188,1,2,146,0,0,277,4,14600
13031075,1993,4000188,1,2,146,0,0,277,4,4800
13031075,1993,4000188,1,2,146,0,0,277,4,14600
12901715,1970,4000188,1,2,146,0,0,277,4,4800
12901715,1970,4000188,1,2,146,0,0,277,4,14600
13250008,1964,4000188,1,2,146,0,0,277,4,4800
13250008,1964,4000188,1,2,146,0,0,277,4,14600
13271233,1927,4000071,1,1,74,0,0,83,4,6654
13271233,1927,4000071,1,1,74,0,0,83,4,3000
13271244,1937,4000071,1,1,74,0,0,83,4,6654
13271244,1937,4000071,1,1,74,0,0,83,4,3000
12773225,1960,4000188,1,2,146,0,0,277,4,4800
12773225,1960,4000188,1,2,146,0,0,277,4,14600
13720797,1984,4022382,1,2,149,1,0,123,4,6300
13250025,1975,4000188,1,2,146,0,0,277,4,4800
13250025,1975,4000188,1,2,146,0,0,277,4,14600
12998169,1985,4000188,1,2,146,0,0,277,4,4800
12998169,1985,4000188,1,2,146,0,0,277,4,14600
12871578,1963,4000188,1,2,146,0,0,277,4,4800
12871578,1963,4000188,1,2,146,0,0,277,4,14600
13306774,1900,4000030,2,1,62,0,0,94,4,2500
13306774,1900,4000030,2,1,62,0,0,94,4,1288
13306796,1900,4000030,2,1,62,0,0,94,4,2500
13306796,1900,4000030,2,1,62,0,0,94,4,1288
13298461,1976,4002295,1,1,105,0,0,90,4,8000
13298498,1979,4002295,1,1,105,0,0,90,4,8000
12888871,1970,4000188,1,2,146,0,0,277,4,4800
12888871,1970,4000188,1,2,146,0,0,277,4,14600
12888868,1969,4000188,1,2,146,0,0,277,4,4800
12888868,1969,4000188,1,2,146,0,0,277,4,14600
12888906,1971,4000188,1,2,146,0,0,277,4,4800
12888906,1971,4000188,1,2,146,0,0,277,4,14600
12967511,1979,4000188,1,2,146,0,0,277,4,4800
12967511,1979,4000188,1,2,146,0,0,277,4,14600
13310918,1919,4023399,1,1,32,0,0,44,3,8000
14003038,1907,4000020,2,1,71,0,0,109,4,1200
13752969,1790,4029824,2,1,2,0,0,15,3,1200
13801057,1908,4022828,1,1,103,0,0,164,4,3800
13801057,1908,4022828,1,1,103,0,0,164,4,3400
13801057,1908,4022828,1,1,103,0,0,164,4,8458
13801057,1908,4022828,1,1,103,0,0,164,4,5736
13821957,1913,4026193,2,1,0,0,0,1,2,1200
13840787,1912,4000030,2,1,62,0,0,94,4,2500
13840787,1912,4000030,2,1,62,0,0,94,4,1288
13840816,1900,4000030,2,1,62,0,0,94,4,2500
13840816,1900,4000030,2,1,62,0,0,94,4,1288
13834843,1997,4001464,1,1,84,0,0,76,3,3000
13834843,1997,4001464,1,1,84,0,0,76,3,4415
13834843,1997,4001464,1,1,84,0,0,76,3,6005
13834843,1997,4001464,1,1,84,0,0,76,3,9434
13834843,1997,4001464,1,1,84,0,0,76,3,3274
13834856,1993,4001464,1,1,84,0,0,76,3,3000
13834856,1993,4001464,1,1,84,0,0,76,3,4415
13834856,1993,4001464,1,1,84,0,0,76,3,6005
13834856,1993,4001464,1,1,84,0,0,76,3,9434
13834856,1993,4001464,1,1,84,0,0,76,3,3274
13844326,1980,4002368,1,2,68,0,0,88,4,6330
13844326,1980,4002368,1,2,68,0,0,88,4,9434
13844326,1980,4002368,1,2,68,0,0,88,4,5644
13844506,1980,4002368,1,2,68,0,0,88,4,6330
13844506,1980,4002368,1,2,68,0,0,88,4,9434
13844506,1980,4002368,1,2,68,0,0,88,4,5644
13844728,1980,4002368,1,2,68,0,0,88,4,6330
13844728,1980,4002368,1,2,68,0,0,88,4,9434
13844728,1980,4002368,1,2,68,0,0,88,4,5644
13845023,1984,4002368,1,2,68,0,0,88,4,6330
13845023,1984,4002368,1,2,68,0,0,88,4,9434
13845023,1984,4002368,1,2,68,0,0,88,4,5644
13845176,1988,4002368,1,2,68,0,0,88,4,6330
13845176,1988,4002368,1,2,68,0,0,88,4,9434
13845176,1988,4002368,1,2,68,0,0,88,4,5644
13845189,1993,4002368,1,2,68,0,0,88,4,6330
13845189,1993,4002368,1,2,68,0,0,88,4,9434
13845189,1993,4002368,1,2,68,0,0,88,4,5644
13845449,1979,4002368,1,2,68,0,0,88,4,6330
13845449,1979,4002368,1,2,68,0,0,88,4,9434
13845449,1979,4002368,1,2,68,0,0,88,4,5644
13759446,1947,4005574,1,1,125,0,0,126,5,8636
13759446,1947,4005574,1,1,125,0,0,126,5,1227
13759446,1947,4005574,1,1,125,0,0,126,5,9044
13835067,1995,4001464,1,1,84,0,0,76,3,3000
13835067,1995,4001464,1,1,84,0,0,76,3,4415
13835067,1995,4001464,1,1,84,0,0,76,3,6005
13835067,1995,4001464,1,1,84,0,0,76,3,9434
13835067,1995,4001464,1,1,84,0,0,76,3,3274
13835114,1964,4001464,1,1,84,0,0,76,3,3000
13835114,1964,4001464,1,1,84,0,0,76,3,4415
13835114,1964,4001464,1,1,84,0,0,76,3,6005
13835114,1964,4001464,1,1,84,0,0,76,3,9434
13835114,1964,4001464,1,1,84,0,0,76,3,3274
13835226,1997,4001464,1,1,84,0,0,76,3,3000
13835226,1997,4001464,1,1,84,0,0,76,3,4415
13835226,1997,4001464,1,1,84,0,0,76,3,6005
13835226,1997,4001464,1,1,84,0,0,76,3,9434
13835226,1997,4001464,1,1,84,0,0,76,3,3274
13835236,1997,4001464,1,1,84,0,0,76,3,3000
13835236,1997,4001464,1,1,84,0,0,76,3,4415
13835236,1997,4001464,1,1,84,0,0,76,3,6005
13835236,1997,4001464,1,1,84,0,0,76,3,9434
13835236,1997,4001464,1,1,84,0,0,76,3,3274
13845488,1983,4002368,1,2,68,0,0,88,4,6330
13845488,1983,4002368,1,2,68,0,0,88,4,9434
13845488,1983,4002368,1,2,68,0,0,88,4,5644
13836218,1983,4002059,1,1,74,0,0,88,4,7000
13836218,1983,4002059,1,1,74,0,0,88,4,8000
13836370,1990,4002295,1,1,105,0,0,90,4,8000
13836424,1963,4002295,1,1,105,0,0,90,4,8000
13767416,1845,4022905,2,1,12,0,0,28,5,75015
13767416,1845,4022905,2,1,12,0,0,28,5,2400
13767416,1845,4022905,2,1,12,0,0,28,5,75000
13768338,1847,4023132,2,1,7,0,0,15,3,2000
13759890,2003,4022382,1,2,149,1,0,123,4,6300
13348830,1877,13348928,1,1,0,0,0,0,0,5000
13348830,1877,13348928,1,1,0,0,0,0,0,5736
12431244,1914,4025511,1,1,2,0,0,8,3,6314
13555468,1990,4000188,1,2,146,0,0,277,4,4800
13555468,1990,4000188,1,2,146,0,0,277,4,14600
13765708,0,4023429,2,1,90,0,0,129,4,1200
13765708,0,4023429,2,1,90,0,0,129,4,1232
13806423,0,4022827,1,1,65,0,0,107,4,6440
13806423,0,4022827,1,1,65,0,0,107,4,4532
13737531,0,4022905,2,1,12,0,0,28,5,75015
13737531,0,4022905,2,1,12,0,0,28,5,2400
13737531,0,4022905,2,1,12,0,0,28,5,75000
13722498,2011,4004627,1,1,127,0,0,112,4,8000
13722546,2003,4004627,1,1,127,0,0,112,4,8000
13722620,2006,4004627,1,1,127,0,0,112,4,8000
13722645,1997,4004627,1,1,127,0,0,112,4,8000
13722661,1986,4004627,1,1,127,0,0,112,4,8000
13749307,1806,4023196,1,1,5,0,0,15,3,8314
13749307,1806,4023196,1,1,5,0,0,15,3,8000
13749307,1806,4023196,1,1,5,0,0,15,3,5736
13722692,2012,4004627,1,1,127,0,0,112,4,8000
13726604,1995,4000766,1,1,145,0,1,162,4,8000
13749394,1816,4022838,2,1,1,0,0,14,3,75015
13749394,1816,4022838,2,1,1,0,0,14,3,78000
13749394,1816,4022838,2,1,1,0,0,14,3,75000
13764646,2010,4000211,2,2,38,0,0,32,3,1000
13764646,2010,4000211,2,2,38,0,0,32,3,2000
13764646,2010,4000211,2,2,38,0,0,32,3,9434
13764666,2009,4000211,2,2,38,0,0,32,3,1000
13764666,2009,4000211,2,2,38,0,0,32,3,2000
13764666,2009,4000211,2,2,38,0,0,32,3,9434
13764680,2009,4000211,2,2,38,0,0,32,3,1000
13764680,2009,4000211,2,2,38,0,0,32,3,2000
13764680,2009,4000211,2,2,38,0,0,32,3,9434
13756318,1930,4001204,3,1,33,0,0,41,3,4000
13756318,1930,4001204,3,1,33,0,0,41,3,6900
13756318,1930,4001204,3,1,33,0,0,41,3,31057
13774290,1999,4022382,1,2,149,1,0,123,4,6300
13682796,2008,4006608,1,2,60,2,7,59,3,8000
13333519,1944,4001031,1,1,52,0,0,62,3,9500
13333519,1944,4001031,1,1,52,0,0,62,3,4347
13333519,1944,4001031,1,1,52,0,0,62,3,8610
13333519,1944,4001031,1,1,52,0,0,62,3,8800
13690938,1883,4022827,1,1,65,0,0,107,4,6440
13690938,1883,4022827,1,1,65,0,0,107,4,4532
13722368,2008,4004627,1,1,127,0,0,112,4,8000
13574730,1925,4023636,1,1,20,0,0,31,4,5000
13574730,1925,4023636,1,1,20,0,0,31,4,6900
13574730,1925,4023636,1,1,20,0,0,31,4,9434
13840862,1918,4000030,2,1,62,0,0,94,4,2500
13840862,1918,4000030,2,1,62,0,0,94,4,1288
13720950,1995,4022382,1,2,149,1,0,123,4,6300
13720978,1992,4022382,1,2,149,1,0,123,4,6300
13697552,0,4022870,2,1,17,0,0,36,4,75015
13697552,0,4022870,2,1,17,0,0,36,4,1000
13697552,0,4022870,2,1,17,0,0,36,4,9434
13697552,0,4022870,2,1,17,0,0,36,4,75000
13292336,1956,4000188,1,2,146,0,0,277,4,4800
13292336,1956,4000188,1,2,146,0,0,277,4,14600
13718270,0,4022823,2,1,40,0,0,75,4,1000
13718270,0,4022823,2,1,40,0,0,75,4,1180
13718270,0,4022823,2,1,40,0,0,75,4,9434
13565760,1995,4000072,1,1,256,0,0,385,5,3000
13565772,2008,4000072,1,1,256,0,0,385,5,3000
13335719,0,4000067,1,1,68,0,0,88,4,8000
13335719,0,4000067,1,1,68,0,0,88,4,8458
13721077,2003,4022382,1,2,149,1,0,123,4,6300
13721114,1978,4022382,1,2,149,1,0,123,4,6300
13681814,1846,4022825,1,1,150,0,0,274,5,4000
13681885,1853,4022825,1,1,150,0,0,274,5,4000
13681918,1863,4022825,1,1,150,0,0,274,5,4000
13691489,1890,9748119,1,1,3,0,0,5,0,75015
13691489,1890,9748119,1,1,3,0,0,5,0,75000
13574807,1936,4023636,1,1,20,0,0,31,4,5000
13574807,1936,4023636,1,1,20,0,0,31,4,6900
13574807,1936,4023636,1,1,20,0,0,31,4,9434
13342379,0,4000016,1,1,6,0,0,15,3,6000
12998171,1980,4000188,1,2,146,0,0,277,4,4800
12998171,1980,4000188,1,2,146,0,0,277,4,14600
12998172,1981,4000188,1,2,146,0,0,277,4,4800
12998172,1981,4000188,1,2,146,0,0,277,4,14600
12998173,1980,4000188,1,2,146,0,0,277,4,4800
12998173,1980,4000188,1,2,146,0,0,277,4,14600
13682010,1875,4022825,1,1,150,0,0,274,5,4000
13682027,1893,4022825,1,1,150,0,0,274,5,4000
13718534,1871,13348928,1,1,0,0,0,0,0,5000
13718534,1871,13348928,1,1,0,0,0,0,0,5736
13943591,1959,4000766,1,1,145,0,1,162,4,8000
13971677,1868,4022900,1,1,28,0,0,54,4,4500
13971677,1868,4022900,1,1,28,0,0,54,4,8000
13975238,0,4022846,1,1,24,0,0,59,4,4000
13964025,1891,4026193,2,1,0,0,0,1,2,1200
14003138,1911,4001031,1,1,52,0,0,62,3,9500
14003138,1911,4001031,1,1,52,0,0,62,3,4347
14003138,1911,4001031,1,1,52,0,0,62,3,8610
14003138,1911,4001031,1,1,52,0,0,62,3,8800
13954533,2006,4000516,1,1,62,0,4,43,3,2500
13954533,2006,4000516,1,1,62,0,4,43,3,3989
14018053,1970,4002059,1,1,74,0,0,88,4,7000
14018053,1970,4002059,1,1,74,0,0,88,4,8000
14018081,1973,4002059,1,1,74,0,0,88,4,7000
14018081,1973,4002059,1,1,74,0,0,88,4,8000
13878777,1979,4001464,1,1,84,0,0,76,3,3000
13878777,1979,4001464,1,1,84,0,0,76,3,4415
13878777,1979,4001464,1,1,84,0,0,76,3,6005
13878777,1979,4001464,1,1,84,0,0,76,3,9434
13878777,1979,4001464,1,1,84,0,0,76,3,3274
13878794,1977,4001464,1,1,84,0,0,76,3,3000
13878794,1977,4001464,1,1,84,0,0,76,3,4415
13878794,1977,4001464,1,1,84,0,0,76,3,6005
13878794,1977,4001464,1,1,84,0,0,76,3,9434
13878794,1977,4001464,1,1,84,0,0,76,3,3274
13878866,1974,4001464,1,1,84,0,0,76,3,3000
13878866,1974,4001464,1,1,84,0,0,76,3,4415
13878866,1974,4001464,1,1,84,0,0,76,3,6005
13878866,1974,4001464,1,1,84,0,0,76,3,9434
13878866,1974,4001464,1,1,84,0,0,76,3,3274
13879089,1974,4001464,1,1,84,0,0,76,3,3000
13879089,1974,4001464,1,1,84,0,0,76,3,4415
13879089,1974,4001464,1,1,84,0,0,76,3,6005
13879089,1974,4001464,1,1,84,0,0,76,3,9434
13879089,1974,4001464,1,1,84,0,0,76,3,3274
14014867,1890,4022825,1,1,150,0,0,274,5,4000
13990994,1827,4022826,1,1,10,0,0,22,3,8000
13991031,1932,4000040,1,1,52,1,0,80,5,1000
13991031,1932,4000040,1,1,52,1,0,80,5,8267
13991388,1922,4022997,1,1,32,0,0,48,2,3000
13991388,1922,4022997,1,1,32,0,0,48,2,3074
13991388,1922,4022997,1,1,32,0,0,48,2,1787
13938493,1915,4022823,2,1,40,0,0,75,4,1000
13938493,1915,4022823,2,1,40,0,0,75,4,1180
13938493,1915,4022823,2,1,40,0,0,75,4,9434
13902849,1881,4022823,2,1,40,0,0,75,4,1000
13902849,1881,4022823,2,1,40,0,0,75,4,1180
13902849,1881,4022823,2,1,40,0,0,75,4,9434
13927430,1890,9845009,1,1,4,0,0,9,0,6037
13927430,1890,9845009,1,1,4,0,0,9,0,9434
13969555,1881,4022823,2,1,40,0,0,75,4,1000
13969555,1881,4022823,2,1,40,0,0,75,4,1180
13969555,1881,4022823,2,1,40,0,0,75,4,9434
13969579,1881,4022823,2,1,40,0,0,75,4,1000
13969579,1881,4022823,2,1,40,0,0,75,4,1180
13969579,1881,4022823,2,1,40,0,0,75,4,9434
13995967,1952,4002019,1,1,31,0,0,29,3,8000
13995967,1952,4002019,1,1,31,0,0,29,3,6600
14002573,1900,4022823,2,1,40,0,0,75,4,1000
14002573,1900,4022823,2,1,40,0,0,75,4,1180
14002573,1900,4022823,2,1,40,0,0,75,4,9434
14008273,2014,4001143,3,1,40,0,0,42,3,6500
14018721,2001,4000766,1,1,145,0,1,162,4,8000
13885506,1935,4023424,1,1,18,0,0,37,3,8000
13951309,1946,4000040,1,1,52,1,0,80,5,1000
13951309,1946,4000040,1,1,52,1,0,80,5,8267
14021104,1933,4000040,1,1,52,1,0,80,5,1000
14021104,1933,4000040,1,1,52,1,0,80,5,8267
13994351,1996,4001311,1,1,4,0,0,6,2,8000
13994372,2002,4001311,1,1,4,0,0,6,2,8000
14024827,1929,4022823,2,1,40,0,0,75,4,1000
14024827,1929,4022823,2,1,40,0,0,75,4,1180
14024827,1929,4022823,2,1,40,0,0,75,4,9434
14024844,1925,4022823,2,1,40,0,0,75,4,1000
14024844,1925,4022823,2,1,40,0,0,75,4,1180
14024844,1925,4022823,2,1,40,0,0,75,4,9434
13892954,1939,4000040,1,1,52,1,0,80,5,1000
13892954,1939,4000040,1,1,52,1,0,80,5,8267
13983591,1890,4005539,1,1,4,0,0,8,3,7503
13983668,1884,4005539,1,1,4,0,0,8,3,7503
13983790,1888,4005539,1,1,4,0,0,8,3,7503
13955086,2006,4000516,1,1,62,0,4,43,3,2500
13955086,2006,4000516,1,1,62,0,4,43,3,3989
13956061,1660,4023147,1,1,12,0,1,51,4,8000
14072636,1867,4022905,2,1,12,0,0,28,5,75015
14072636,1867,4022905,2,1,12,0,0,28,5,2400
14072636,1867,4022905,2,1,12,0,0,28,5,75000
14073000,1908,4000030,2,1,62,0,0,94,4,2500
14073000,1908,4000030,2,1,62,0,0,94,4,1288
14053749,1846,4022827,1,1,65,0,0,107,4,6440
14053749,1846,4022827,1,1,65,0,0,107,4,4532
14075028,1942,4000029,1,1,42,0,0,64,4,8534
14075028,1942,4000029,1,1,42,0,0,64,4,5608
14075036,1907,4000020,2,1,71,0,0,109,4,1200
14078366,1876,4022846,1,1,24,0,0,59,4,4000
14078382,1858,4022846,1,1,24,0,0,59,4,4000
14086220,1870,4000016,1,1,6,0,0,15,3,6000
14075084,1917,4000029,1,1,42,0,0,64,4,8534
14075084,1917,4000029,1,1,42,0,0,64,4,5608
14075092,1935,4000020,2,1,71,0,0,109,4,1200
14083360,1904,4023424,1,1,18,0,0,37,3,8000
14077397,1767,4022942,1,1,17,0,0,63,4,6000
14077397,1767,4022942,1,1,17,0,0,63,4,9434
14077291,1833,4022822,2,1,43,0,0,95,4,1200
14075017,1935,4000020,2,1,71,0,0,109,4,1200
14089077,1905,4000056,1,1,36,0,0,47,3,4632
14089077,1905,4000056,1,1,36,0,0,47,3,8303
14089077,1905,4000056,1,1,36,0,0,47,3,8458
14089077,1905,4000056,1,1,36,0,0,47,3,8491
14089098,1960,4023399,1,1,32,0,0,44,3,8000
14076604,1906,4022749,1,1,62,0,0,77,4,8816
14076604,1906,4022749,1,1,62,0,0,77,4,8000
14076604,1906,4022749,1,1,62,0,0,77,4,8000
14076630,1906,4022749,1,1,62,0,0,77,4,8816
14076630,1906,4022749,1,1,62,0,0,77,4,8000
14076630,1906,4022749,1,1,62,0,0,77,4,8000
14077200,1833,4022822,2,1,43,0,0,95,4,1200
14088823,1919,4000050,2,1,64,0,0,82,3,1071
14088823,1919,4000050,2,1,64,0,0,82,3,8000
14083139,1930,4023424,1,1,18,0,0,37,3,8000
14083179,1904,4023424,1,1,18,0,0,37,3,8000
14083197,1904,4023424,1,1,18,0,0,37,3,8000
14089018,1905,4000056,1,1,36,0,0,47,3,4632
14089018,1905,4000056,1,1,36,0,0,47,3,8303
14089018,1905,4000056,1,1,36,0,0,47,3,8458
14089018,1905,4000056,1,1,36,0,0,47,3,8491
14089050,1919,4023399,1,1,32,0,0,44,3,8000
14083245,1904,4023424,1,1,18,0,0,37,3,8000
14083285,1904,4023424,1,1,18,0,0,37,3,8000
14083293,1904,4023424,1,1,18,0,0,37,3,8000
14083333,1922,4023424,1,1,18,0,0,37,3,8000
14083379,1904,4023424,1,1,18,0,0,37,3,8000
14086565,1964,4000419,2,1,30,0,0,51,3,1950
14086565,1964,4000419,2,1,30,0,0,51,3,1200
14076569,1906,4022749,1,1,62,0,0,77,4,8816
14076569,1906,4022749,1,1,62,0,0,77,4,8000
14076569,1906,4022749,1,1,62,0,0,77,4,8000
14076620,1906,4022749,1,1,62,0,0,77,4,8816
14076620,1906,4022749,1,1,62,0,0,77,4,8000
14076620,1906,4022749,1,1,62,0,0,77,4,8000
14075032,1919,4000029,1,1,42,0,0,64,4,8534
14075032,1919,4000029,1,1,42,0,0,64,4,5608
14088723,1904,4000050,2,1,64,0,0,82,3,1071
14088723,1904,4000050,2,1,64,0,0,82,3,8000
14088796,1904,4000050,2,1,64,0,0,82,3,1071
14088796,1904,4000050,2,1,64,0,0,82,3,8000
14089044,1919,4023399,1,1,32,0,0,44,3,8000
14089067,1919,4023399,1,1,32,0,0,44,3,8000
14077286,1833,4022822,2,1,43,0,0,95,4,1200
14077345,1833,4022822,2,1,43,0,0,95,4,1200
14089977,1971,4000887,1,1,30,0,0,45,3,4000
14089985,1881,4000059,1,1,33,0,0,63,3,3000
14083144,1928,4023424,1,1,18,0,0,37,3,8000
14083172,1904,4023424,1,1,18,0,0,37,3,8000
14090027,1909,4000060,1,1,28,0,0,36,3,3176
14090027,1909,4000060,1,1,28,0,0,36,3,3000
14090027,1909,4000060,1,1,28,0,0,36,3,8847
14090027,1909,4000060,1,1,28,0,0,36,3,8132
14090036,1909,4000060,1,1,28,0,0,36,3,3176
