Objektbez,Jahr,namident,sprcode,Geschlecht,gebjahr,todjahr,ausstellungen,events,performances,literatur,rating,NATIONALITAET
Ölmalerei,1922,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1908,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1931,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1920,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1888,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1907,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1929,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1906,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1910,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1907,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1888,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1910,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1903,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Holzschnitt,1910,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1908,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1921,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1905,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1932,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1903,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1929,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1892,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1919,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1904,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1932,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1931,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1917,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1907,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1893,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1890,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1909,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1894,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1924,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1926,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1926,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1911,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1909,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1931,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1895,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1916,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1916,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1916,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1914,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1931,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1907,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1923,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1931,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1914,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1914,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1893,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1908,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1910,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1924,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1904,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1929,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1929,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1890,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1896,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1926,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1897,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1906,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1919,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1916,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1909,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1905,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1917,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1916,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1932,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1922,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1925,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Zeichnung,1912,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1911,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1905,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Aquarell,1886,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Aquarell,1911,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Aquarell,1886,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Aquarell,,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Aquarell,1886,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Zeichnung,1886,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Aquarell,1910,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Zeichnung,1886,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Aquarell,1886,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Zeichnung,1886,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Zeichnung,1886,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Aquarell,1810,"Rieter, Heinrich",DEU,M,1751,1818,8,0,0,21,***,CH
Ölmalerei,1769,"Rieter, Heinrich",DEU,M,1751,1818,8,0,0,21,***,CH
Ölmalerei,1769,"Rieter, Heinrich",DEU,M,1751,1818,8,0,0,21,***,CH
"peinture à l'huile",1877,"Baud, Auguste > Baud-Bovy, Auguste",FRA,,1848,1899,39,0,0,54,****,CH
"peinture à l'huile",1896,"Baud, Auguste > Baud-Bovy, Auguste",FRA,,1848,1899,39,0,0,54,****,CH
Aquarell,1930,"Meyer-Amden, Otto Friedrich",DEU,M,1885,1933,59,0,0,81,****,CH
Ölmalerei,1928,"Meyer-Amden, Otto Friedrich",DEU,M,1885,1933,59,0,0,81,****,CH
Zeichnung,,"Meyer-Amden, Otto Friedrich",DEU,M,1885,1933,59,0,0,81,****,CH
Ölmalerei,1911,"Meyer-Amden, Otto Friedrich",DEU,M,1885,1933,59,0,0,81,****,CH
Ölmalerei,1911,"Meyer-Amden, Otto Friedrich",DEU,M,1885,1933,59,0,0,81,****,CH
Ölmalerei,1911,"Meyer-Amden, Otto Friedrich",DEU,M,1885,1933,59,0,0,81,****,CH
Tuschezeichnung,1906,"Meyer-Amden, Otto Friedrich",DEU,M,1885,1933,59,0,0,81,****,CH
Ölmalerei,1913,"Meyer-Amden, Otto Friedrich",DEU,M,1885,1933,59,0,0,81,****,CH
Zeichnung,1909,"Meyer-Amden, Otto Friedrich",DEU,M,1885,1933,59,0,0,81,****,CH
Zeichnung,1903,"Meyer-Amden, Otto Friedrich",DEU,M,1885,1933,59,0,0,81,****,CH
Zeichnung,1903,"Meyer-Amden, Otto Friedrich",DEU,M,1885,1933,59,0,0,81,****,CH
Aquarell,1931,"Meyer-Amden, Otto Friedrich",DEU,M,1885,1933,59,0,0,81,****,CH
Ölmalerei,1912,"Meyer-Amden, Otto Friedrich",DEU,M,1885,1933,59,0,0,81,****,CH
Ölmalerei,1913,"Meyer-Amden, Otto Friedrich",DEU,M,1885,1933,59,0,0,81,****,CH
Ölmalerei,1913,"Meyer-Amden, Otto Friedrich",DEU,M,1885,1933,59,0,0,81,****,CH
Ölmalerei,1913,"Meyer-Amden, Otto Friedrich",DEU,M,1885,1933,59,0,0,81,****,CH
Aquarell,1904,"Meyer-Amden, Otto Friedrich",DEU,M,1885,1933,59,0,0,81,****,CH
collage,1959,"Jeanneret-Gris, Charles-Edouard > Le Corbusier",FRA,,1887,1965,117,1,0,187,*****,"CH, F"
"peinture à l'huile",1929,"Jeanneret-Gris, Charles-Edouard > Le Corbusier",FRA,,1887,1965,117,1,0,187,*****,"CH, F"
dessin,1929,"Jeanneret-Gris, Charles-Edouard > Le Corbusier",FRA,,1887,1965,117,1,0,187,*****,"CH, F"
"peinture à l'huile",1920,"Jeanneret-Gris, Charles-Edouard > Le Corbusier",FRA,,1887,1965,117,1,0,187,*****,"CH, F"
"peinture à l'huile",1940,"Jeanneret-Gris, Charles-Edouard > Le Corbusier",FRA,,1887,1965,117,1,0,187,*****,"CH, F"
"sculpture en bois",1963,"Jeanneret-Gris, Charles-Edouard > Le Corbusier",FRA,,1887,1965,117,1,0,187,*****,"CH, F"
Zeichnung,1966,"Andre, Carl",DEU,M,1935,,,0,0,NULL,~,
Fotografie,2008,"marengel > Engel, Marianne",DEU,,1972,,37,0,0,18,***,CH
"Film Still",1962,"Tinguely, Jean",DEU,M,1925,1991,275,1,0,373,*****,CH
Collage,1985,"Tinguely, Jean",DEU,M,1925,1991,275,1,0,373,*****,CH
Collage,,"Tinguely, Jean",DEU,M,1925,1991,275,1,0,373,*****,CH
Plastik,1977,"Tinguely, Jean",DEU,M,1925,1991,275,1,0,373,*****,CH
,1960,"Tinguely, Jean",DEU,M,1925,1991,275,1,0,373,*****,CH
Eisenplastik,1960,"Tinguely, Jean",DEU,M,1925,1991,275,1,0,373,*****,CH
Mischtechnik,1986,"Tinguely, Jean",DEU,M,1925,1991,275,1,0,373,*****,CH
Aquarell,1983,"Weber, Ilse",DEU,F,1908,1984,43,0,0,47,***,CH
Temperamalerei,1965,"Weber, Ilse",DEU,F,1908,1984,43,0,0,47,***,CH
Aquarell,1981,"Weber, Ilse",DEU,F,1908,1984,43,0,0,47,***,CH
Zeichnung,1944,"Weber, Ilse",DEU,F,1908,1984,43,0,0,47,***,CH
Ölmalerei,1970,"Weber, Ilse",DEU,F,1908,1984,43,0,0,47,***,CH
Gouache,1975,"Weber, Ilse",DEU,F,1908,1984,43,0,0,47,***,CH
Temperamalerei,1966,"Weber, Ilse",DEU,F,1908,1984,43,0,0,47,***,CH
Acrylmalerei,1960,"Spescha, Mathieu > Spescha, Matias",DEU,,1925,2008,100,0,0,95,****,CH
Ölmalerei,1965,"Spescha, Mathieu > Spescha, Matias",DEU,,1925,2008,100,0,0,95,****,CH
dessin,1785,"Bolomey, Benjamin Samuel",FRA,M,1739,1819,4,0,0,10,***,CH
Fassadenmalerei,1580,"Ardüser, Hans",DEU,M,1557,1614,,0,0,20,****,CH
"peinture à l'huile",1771,"De la Rive, Pierre-Louis",FRA,M,1753,1817,15,0,0,41,****,CH
"peinture à l'huile",1792,"De la Rive, Pierre-Louis",FRA,M,1753,1817,15,0,0,41,****,CH
Lackskin,1962,"Thomkins, André",DEU,M,1930,1985,263,0,0,443,*****,CH
Mischtechnik,1976,"Thomkins, André",DEU,M,1930,1985,263,0,0,443,*****,CH
Mischtechnik,1963,"Thomkins, André",DEU,M,1930,1985,263,0,0,443,*****,CH
Zeichnung,1960,"Thomkins, André",DEU,M,1930,1985,263,0,0,443,*****,CH
Lackskin,,"Thomkins, André",DEU,M,1930,1985,263,0,0,443,*****,CH
Lackskin,,"Thomkins, André",DEU,M,1930,1985,263,0,0,443,*****,CH
Aquarell,1973,"Thomkins, André",DEU,M,1930,1985,263,0,0,443,*****,CH
Lettrismus,1971,"Thomkins, André",DEU,M,1930,1985,263,0,0,443,*****,CH
Aquarell,1975,"Thomkins, André",DEU,M,1930,1985,263,0,0,443,*****,CH
Aquarell,1977,"Thomkins, André",DEU,M,1930,1985,263,0,0,443,*****,CH
Lackskin,1965,"Thomkins, André",DEU,M,1930,1985,263,0,0,443,*****,CH
Aquarell,1975,"Thomkins, André",DEU,M,1930,1985,263,0,0,443,*****,CH
Aquarell,1972,"Thomkins, André",DEU,M,1930,1985,263,0,0,443,*****,CH
Zeichnung,1967,"Thomkins, André",DEU,M,1930,1985,263,0,0,443,*****,CH
Aquarell,1966,"Thomkins, André",DEU,M,1930,1985,263,0,0,443,*****,CH
Zeichnung,1968,"Thomkins, André",DEU,M,1930,1985,263,0,0,443,*****,CH
Relief,1954,"Thomkins, André",DEU,M,1930,1985,263,0,0,443,*****,CH
Collage,1972,"Thomkins, André",DEU,M,1930,1985,263,0,0,443,*****,CH
Lettrismus,1971,"Thomkins, André",DEU,M,1930,1985,263,0,0,443,*****,CH
Glasfenster,1966,"Thomkins, André",DEU,M,1930,1985,263,0,0,443,*****,CH
Ölmalerei,1962,"Thomkins, André",DEU,M,1930,1985,263,0,0,443,*****,CH
Zeichnung,1961,"Thomkins, André",DEU,M,1930,1985,263,0,0,443,*****,CH
Glasfenster,1966,"Thomkins, André",DEU,M,1930,1985,263,0,0,443,*****,CH
Glasfenster,1966,"Thomkins, André",DEU,M,1930,1985,263,0,0,443,*****,CH
Glasfenster,1966,"Thomkins, André",DEU,M,1930,1985,263,0,0,443,*****,CH
Glasfenster,1966,"Thomkins, André",DEU,M,1930,1985,263,0,0,443,*****,CH
Glasfenster,1966,"Thomkins, André",DEU,M,1930,1985,263,0,0,443,*****,CH
Zeichnung,1961,"Thomkins, André",DEU,M,1930,1985,263,0,0,443,*****,CH
Zeichnung,1515,"Manuel-Deutsch, Niklaus (I.) > Manuel, Niklaus (Niclaus) (I.)",DEU,,1484,1530,67,0,0,435,*****,CH
"scultura in bronzo",1945,"Genucchi, Giovanni",ITA,M,1904,1979,22,0,0,31,***,CH
scultura,1921,"Genucchi, Giovanni",ITA,M,1904,1979,22,0,0,31,***,CH
Klanginstallation,1990,"Fähndrich, Walter",DEU,M,1944,,13,0,1,9,***,CH
Zeichnung,1589,"Bokh, Hans (der Ältere) > Bock, Hans (der Ältere)",DEU,,1550,1624,8,0,0,26,****,"CH, F"
Ölmalerei,1934,"Maeglin, Rudolf",DEU,M,1892,1971,30,0,0,32,***,CH
Ölmalerei,1934,"Maeglin, Rudolf",DEU,M,1892,1971,30,0,0,32,***,CH
"pittura ad olio",1909,"Feragutti Visconti, Giuseppe Adolfo",ITA,M,1850,1924,31,0,0,28,***,"CH, I"
Radierung,1887,"Stauffer-Bern, Karl",DEU,M,1857,1891,28,0,0,60,****,CH
Zeichnung,1885,"Stauffer-Bern, Karl",DEU,M,1857,1891,28,0,0,60,****,CH
Acrylmalerei,1976,"Vries, Regina de",DEU,F,1913,1985,5,0,0,8,***,"CH, NL"
Plastik,1967,"Vries, Regina de",DEU,F,1913,1985,5,0,0,8,***,"CH, NL"
Ölmalerei,1779,"Freudenberger, Sigmund",DEU,M,1745,1801,9,0,0,27,****,CH
Aquarell,1794,"Freudenberger, Sigmund",DEU,M,1745,1801,9,0,0,27,****,CH
Plastik,1961,"Rehmann, Erwin",DEU,M,1921,,32,0,0,58,***,CH
Plastik,1961,"Rehmann, Erwin",DEU,M,1921,,32,0,0,58,***,CH
"pittura ad olio",1890,"Anastasio, Pietro",ITA,M,1859,1913,7,0,0,10,***,CH
Stahlplastik,1984,"Niederer, Heinz",DEU,M,1942,,31,0,0,32,***,CH
Ölmalerei,1660,"Koha, Albert (I.) > Kauw, Albrecht (I.)",DEU,,1616,1681,6,0,0,38,****,F
Ölmalerei,1664,"Koha, Albert (I.) > Kauw, Albrecht (I.)",DEU,,1616,1681,6,0,0,38,****,F
Eisenrelief,1969,"Weber, Willy",DEU,M,1933,1998,37,0,0,46,***,CH
"peinture à l'huile",1781,"DuCros, Abraham-Louis-Rodolphe > Ducros, Abraham-Louis-Rodolphe",FRA,,1748,1810,16,0,0,21,****,CH
Ölmalerei,1958,"Wassmer, Erich Hans > Ricco",DEU,,1915,1972,28,0,0,33,***,CH
Ölmalerei,1953,"Wassmer, Erich Hans > Ricco",DEU,,1915,1972,28,0,0,33,***,CH
Ölmalerei,1942,"Wassmer, Erich Hans > Ricco",DEU,,1915,1972,28,0,0,33,***,CH
Malerei,2005,"Dobler, Andreas",DEU,M,1963,,63,1,0,43,***,CH
Objektkunst,1977,"Jäggli, Margrit",DEU,F,1941,2003,35,0,0,31,***,CH
Ölmalerei,1867,"Benz, Severin",DEU,M,1834,1898,3,0,0,10,***,CH
Ölmalerei,1970,"Clément, Charles Edouard Félix",FRA,M,1889,1972,21,0,0,33,***,CH
Ölmalerei,1924,"Clément, Charles Edouard Félix",FRA,M,1889,1972,21,0,0,33,***,CH
Relief,1968,"Iseli, Rolf",DEU,M,1934,,148,0,0,157,****,CH
Collage,1975,"Iseli, Rolf",DEU,M,1934,,148,0,0,157,****,CH
Ölmalerei,1957,"Iseli, Rolf",DEU,M,1934,,148,0,0,157,****,CH
Ölmalerei,1638,"Meyer, Rudolf",DEU,M,1605,1638,7,0,0,18,***,CH
Zeichnung,1638,"Meyer, Rudolf",DEU,M,1605,1638,7,0,0,18,***,CH
Ölmalerei,1955,"Urech-Seon, Rudolf",DEU,M,1876,1959,17,0,0,8,***,CH
Ölmalerei,1937,"Urech-Seon, Rudolf",DEU,M,1876,1959,17,0,0,8,***,CH
Ölmalerei,1937,"Urech-Seon, Rudolf",DEU,M,1876,1959,17,0,0,8,***,CH
Ölmalerei,1941,"Urech-Seon, Rudolf",DEU,M,1876,1959,17,0,0,8,***,CH
Ölmalerei,1932,"Urech-Seon, Rudolf",DEU,M,1876,1959,17,0,0,8,***,CH
Ölmalerei,1927,"Urech-Seon, Rudolf",DEU,M,1876,1959,17,0,0,8,***,CH
Ölmalerei,1931,"Jezler, Clara > Friedrich, Maria Clara",DEU,,1894,1969,10,0,0,14,***,CH
Relief,1936,"Jezler, Clara > Friedrich, Maria Clara",DEU,,1894,1969,10,0,0,14,***,CH
Ölmalerei,1931,"Jezler, Clara > Friedrich, Maria Clara",DEU,,1894,1969,10,0,0,14,***,CH
Ölmalerei,1947,"Jezler, Clara > Friedrich, Maria Clara",DEU,,1894,1969,10,0,0,14,***,CH
Installation,2012,"Orlow, Uriel",DEU,M,1973,,46,0,1,17,***,"CH, GB"
Acrylmalerei,1994,"Spicher, Stephan",DEU,M,1950,,49,0,0,39,***,CH
Mischtechnik,1989,"Spicher, Stephan",DEU,M,1950,,49,0,0,39,***,CH
Fotografie,2008,"Engel, Marianne",DEU,F,1972,,37,0,0,18,***,CH
Temperamalerei,1565,"Ammon, Jos > Ammann, Jost (Jobst)",DEU,,1539,1591,19,0,0,54,*****,"CH, D"
Ölmalerei,1913,"Lüthy, Oskar > Lüthy, Oscar Wilhelm",DEU,,1882,1945,33,0,0,43,****,CH
Ölmalerei,1911,"Lüthy, Oskar > Lüthy, Oscar Wilhelm",DEU,,1882,1945,33,0,0,43,****,CH
Ölmalerei,1830,"Zelger, Jakob Joseph",DEU,M,1812,1885,9,0,0,19,****,CH
Ölmalerei,1873,"Zelger, Jakob Joseph",DEU,M,1812,1885,9,0,0,19,****,CH
Ölmalerei,1830,"Zelger, Jakob Joseph",DEU,M,1812,1885,9,0,0,19,****,CH
Ölmalerei,1852,"Zelger, Jakob Joseph",DEU,M,1812,1885,9,0,0,19,****,CH
Aquarell,1830,"Zelger, Jakob Joseph",DEU,M,1812,1885,9,0,0,19,****,CH
Ölmalerei,1830,"Zelger, Jakob Joseph",DEU,M,1812,1885,9,0,0,19,****,CH
Ölmalerei,1830,"Zelger, Jakob Joseph",DEU,M,1812,1885,9,0,0,19,****,CH
Ölmalerei,1830,"Zelger, Jakob Joseph",DEU,M,1812,1885,9,0,0,19,****,CH
Ölmalerei,1845,"Zelger, Jakob Joseph",DEU,M,1812,1885,9,0,0,19,****,CH
Holzrelief,1916,"Arp, Jean-Pierre-Guillaume > Arp, Jean",DEU,,1886,1966,193,0,0,228,*****,"D, F"
Gipsplastik,1938,"Arp, Jean-Pierre-Guillaume > Arp, Jean",DEU,,1886,1966,193,0,0,228,*****,"D, F"
Zeichnung,1523,"Graff, Urs (Ursüs) (der Ältere, I.) > Graf, Urs (Ursus) (der Ältere, I.)",DEU,,1485,1528,50,0,0,121,*****,CH
Federzeichnung,1523,"Graff, Urs (Ursüs) (der Ältere, I.) > Graf, Urs (Ursus) (der Ältere, I.)",DEU,,1485,1528,50,0,0,121,*****,CH
Ölmalerei,1935,"Barth, Paul Basilius",DEU,M,1881,1955,56,0,0,66,****,CH
Aquarell,1917,"Barth, Paul Basilius",DEU,M,1881,1955,56,0,0,66,****,CH
Ölmalerei,1911,"Barth, Paul Basilius",DEU,M,1881,1955,56,0,0,66,****,CH
Temperamalerei,1520,"Holbein, Hans (der Ältere)",DEU,M,1460,1524,38,0,0,70,**,D
Federzeichnung,1904,"Rahn, Johann Rudolf",DEU,M,1841,1912,2,0,0,44,****,CH
Bleistiftzeichnung,1861,"Rahn, Johann Rudolf",DEU,M,1841,1912,2,0,0,44,****,CH
Bleistiftzeichnung,1874,"Rahn, Johann Rudolf",DEU,M,1841,1912,2,0,0,44,****,CH
Bleistiftzeichnung,1863,"Rahn, Johann Rudolf",DEU,M,1841,1912,2,0,0,44,****,CH
Zeichnung,1889,"Rahn, Johann Rudolf",DEU,M,1841,1912,2,0,0,44,****,CH
Ölmalerei,1991,"Federle, Helmut",DEU,M,1944,,106,0,0,139,****,CH
Acrylmalerei,1992,"Federle, Helmut",DEU,M,1944,,106,0,0,139,****,CH
Acrylmalerei,1993,"Federle, Helmut",DEU,M,1944,,106,0,0,139,****,CH
Acrylmalerei,1995,"Federle, Helmut",DEU,M,1944,,106,0,0,139,****,CH
Acrylmalerei,1996,"Federle, Helmut",DEU,M,1944,,106,0,0,139,****,CH
Ölmalerei,1990,"Federle, Helmut",DEU,M,1944,,106,0,0,139,****,CH
Mischtechnik,1990,"Federle, Helmut",DEU,M,1944,,106,0,0,139,****,CH
Acrylmalerei,1991,"Federle, Helmut",DEU,M,1944,,106,0,0,139,****,CH
Malerei,1999,"Federle, Helmut",DEU,M,1944,,106,0,0,139,****,CH
Mischtechnik,1997,"Federle, Helmut",DEU,M,1944,,106,0,0,139,****,CH
Ölmalerei,1995,"Ferrari, Renzo",ITA,M,1939,,44,0,0,42,***,CH
Ölmalerei,1795,"Dunker, Balthasar Anton",DEU,M,1746,1807,17,0,0,42,****,CH
Bleistiftzeichnung,1798,"Dunker, Balthasar Anton",DEU,M,1746,1807,17,0,0,42,****,CH
Aquarell,1764,"Dunker, Balthasar Anton",DEU,M,1746,1807,17,0,0,42,****,CH
Ölmalerei,1950,"Bernegger, Alfred",DEU,M,1912,1978,14,0,0,22,***,CH
Ölmalerei,1935,"Bernegger, Alfred",DEU,M,1912,1978,14,0,0,22,***,CH
Ölmalerei,1778,"Wolf, Caspar",DEU,M,1735,1783,71,0,3,133,*****,CH
Ölmalerei,1774,"Wolf, Caspar",DEU,M,1735,1783,71,0,3,133,*****,CH
Ölmalerei,1778,"Wolf, Caspar",DEU,M,1735,1783,71,0,3,133,*****,CH
Ölmalerei,1774,"Wolf, Caspar",DEU,M,1735,1783,71,0,3,133,*****,CH
Ölmalerei,1774,"Wolf, Caspar",DEU,M,1735,1783,71,0,3,133,*****,CH
Ölmalerei,1776,"Wolf, Caspar",DEU,M,1735,1783,71,0,3,133,*****,CH
Ölmalerei,1774,"Wolf, Caspar",DEU,M,1735,1783,71,0,3,133,*****,CH
Ölmalerei,1774,"Wolf, Caspar",DEU,M,1735,1783,71,0,3,133,*****,CH
Ölmalerei,1776,"Wolf, Caspar",DEU,M,1735,1783,71,0,3,133,*****,CH
Ölmalerei,1777,"Wolf, Caspar",DEU,M,1735,1783,71,0,3,133,*****,CH
Ölmalerei,1778,"Wolf, Caspar",DEU,M,1735,1783,71,0,3,133,*****,CH
Gouache,,"Wolf, Caspar",DEU,M,1735,1783,71,0,3,133,*****,CH
Ölmalerei,,"Wolf, Caspar",DEU,M,1735,1783,71,0,3,133,*****,CH
Ölmalerei,1777,"Wolf, Caspar",DEU,M,1735,1783,71,0,3,133,*****,CH
Gouache,1774,"Wolf, Caspar",DEU,M,1735,1783,71,0,3,133,*****,CH
Ölmalerei,,"Wolf, Caspar",DEU,M,1735,1783,71,0,3,133,*****,CH
Ölmalerei,,"Wolf, Caspar",DEU,M,1735,1783,71,0,3,133,*****,CH
Ölmalerei,1942,"Guggenheim, Willy > Varlin",DEU,,1900,1977,107,0,0,148,****,CH
