Objektbez,Jahr,namident,sprcode,Geschlecht,gebjahr,todjahr,ausstellungen,events,performances,literatur,rating,NATIONALITAET
Aquarell,1953,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Aquarell,1921,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Zeichnung,1920,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1944,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1923,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Aquarell,1896,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Aquarell,1887,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1946,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1930,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1909,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1885,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1889,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1893,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Temperamalerei,1894,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Aquarell,1898,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Aquarell,1907,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Temperamalerei,1904,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1892,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1894,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1886,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1890,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1890,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1949,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1925,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Zeichnung,1896,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Aquarell,1906,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1925,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1920,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1909,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1960,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1954,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Plastik,1922,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1907,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1907,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Zeichnung,1892,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1930,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Temperamalerei,1943,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1945,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Aquarell,1896,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1936,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Aquarell,1895,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Zeichnung,1910,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Aquarell,1905,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1907,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Aquarell,1934,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1949,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Zeichnung,1886,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1936,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Aquarell,1898,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1955,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1914,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Aquarell,1909,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Aquarell,1910,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1904,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1924,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1917,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1913,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Aquarell,1923,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1943,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1945,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1919,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Pastell,1930,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1960,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1914,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1893,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1925,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1922,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1929,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1958,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1927,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1919,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1918,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1919,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1914,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Zeichnung,,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Zeichnung,1905,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Gouache,1896,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1938,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1919,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1916,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1919,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1886,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1906,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Zeichnung,1896,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1920,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Malerei,1910,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1895,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Zeichnung,1893,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1932,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Aquarell,1890,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Aquarell,,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1920,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Farbstiftzeichnung,,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1928,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1907,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1930,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1919,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1944,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1904,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1941,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1944,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1946,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Gouache,1894,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1936,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1899,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1908,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Gipsplastik,1911,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Bronzeplastik,1920,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1889,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1948,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1928,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1922,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1957,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1919,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Zeichnung,,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1918,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Zeichnung,1930,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1929,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1945,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1947,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1944,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Aquarell,1953,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1912,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Zeichnung,1948,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1932,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Grafik,1919,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1937,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Zeichnung,,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1939,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Aquarell,1934,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Aquarell,1934,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1932,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1919,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Zeichnung,1912,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Aquarell,1960,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1918,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1919,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1902,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1914,"Amiet, Cuno",DEU,M,1868,1961,903,0,0,1476,*****,CH
Ölmalerei,1969,"Püs > Püschel, Secondo",DEU,,1931,1997,22,0,0,12,***,CH
Ölmalerei,1940,"Abt, Otto",DEU,M,1903,1982,45,0,0,50,***,CH
Ölmalerei,1935,"Abt, Otto",DEU,M,1903,1982,45,0,0,50,***,CH
Zeichnung,1935,"Abt, Otto",DEU,M,1903,1982,45,0,0,50,***,CH
Ölmalerei,1934,"Abt, Otto",DEU,M,1903,1982,45,0,0,50,***,CH
Aquarell,1935,"Abt, Otto",DEU,M,1903,1982,45,0,0,50,***,CH
Ölmalerei,1910,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1927,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1894,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1909,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1920,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1892,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1906,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1910,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1910,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1911,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1910,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1911,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1910,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1918,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1894,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1919,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1908,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1902,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1892,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1892,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1890,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1896,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1909,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1910,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Temperamalerei,1903,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1908,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1924,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1906,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1907,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1917,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1916,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1929,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1893,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1928,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1889,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1924,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1921,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1918,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1918,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1922,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1891,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1910,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1924,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1929,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1908,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1927,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1907,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1920,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1916,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1918,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1916,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1917,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1917,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1911,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1914,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1918,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1931,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1889,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1890,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1892,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1889,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1900,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1915,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1894,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1908,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1906,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1907,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1888,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1907,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1909,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1907,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1907,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1907,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1908,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1899,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1926,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1893,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1908,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1922,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1907,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1920,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1892,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1888,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1894,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1888,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1929,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1928,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1893,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1888,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1893,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1909,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1932,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1912,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1903,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1911,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1914,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1908,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1921,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1921,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1933,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1927,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1928,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1913,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1930,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1912,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1912,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1909,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1903,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1903,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1931,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1915,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1903,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1893,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1892,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1894,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1914,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1912,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1899,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1916,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1912,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1929,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
Ölmalerei,1910,"Giacometti, Giovanni Ulrico",DEU,M,1868,1933,244,0,0,423,****,CH
